     ID ,       RA ,       DE ,   MagK ,    K_t , lgL_K ,  Vls ,   D_i ,     ID1
1023996 , 183.2211 , -42.1252 , -16.46 ,  12.30 ,  7.90 ,  535 ,  5.64 , 1023991
1023998 , 183.5809 , -46.6286 , -16.10 ,  12.55 ,  7.75 ,  423 ,  5.39 , 1023991
1023997 , 187.3058 , -48.9804 , -15.42 ,  13.16 ,  7.48 ,  444 ,  5.22 , 1023991
1023999 , 182.9913 , -42.6293 , -14.84 ,  13.92 ,  7.25 ,  399 ,  5.65 , 1023991
1030152 , 304.8976 ,  -8.1867 , -23.57 ,   5.79 , 10.74 ,  607 ,  7.45 , 1030152
1029938 , 302.9486 ,  -8.8218 , -23.05 ,   6.55 , 10.53 ,  604 ,  8.32 , 1030152
1039177 , 303.9774 ,  -8.5830 , -21.44 ,   8.28 ,  9.89 ,  742 ,  8.76 , 1030152
1029940 , 303.2391 ,  -8.8393 , -20.68 ,   8.92 ,  9.58 ,  471 ,  8.34 , 1030152
1029939 , 304.5954 , -10.4421 , -20.12 ,   9.46 ,  9.36 ,  653 ,  8.28 , 1030152
1029941 , 304.3737 , -10.2750 , -19.19 ,  10.40 ,  8.99 ,  619 ,  8.28 , 1030152
1030897 , 305.3575 ,  -6.8205 , -18.32 ,  11.38 ,  8.64 ,  575 ,  8.69 , 1030152
1065776 , 304.1373 ,  -7.4620 , -17.15 ,  12.76 ,  8.17 ,  772 ,  9.61 , 1030152
1039178 , 303.3413 ,  -8.1203 , -16.87 ,  12.85 ,  8.06 ,  730 ,  8.83 , 1030152
1063079 , 303.2605 ,  -7.3027 , -16.76 ,  13.19 ,  8.02 ,  668 ,  9.78 , 1030152
1030154 , 304.9860 ,  -8.8030 , -16.44 ,  12.89 ,  7.89 ,  516 ,  7.34 , 1030152
1077179 , 306.0685 ,  -8.4120 , -16.30 ,  13.68 ,  7.83 ,  696 ,  9.94 , 1030152
1029943 , 303.3258 ,  -8.9053 , -14.47 ,  15.12 ,  7.10 ,  490 ,  8.30 , 1030152
1030898 , 304.3793 ,  -6.1966 , -14.45 ,  15.28 ,  7.09 ,  698 ,  8.83 , 1030152
1029942 , 302.8340 ,  -8.5875 , -14.14 ,  15.47 ,  6.97 ,  534 ,  8.39 , 1030152
1028361 ,  49.1307 ,  21.4634 , -24.09 ,   5.45 , 10.95 ,  763 ,  8.07 , 1028361
1036402 ,  52.1421 ,  23.3928 , -22.02 ,   7.92 , 10.12 ,  781 ,  9.73 , 1028361
1038636 ,  52.0491 ,  20.3482 , -20.75 ,   9.24 ,  9.61 ,  763 ,  9.93 , 1028361
1044009 ,  52.1824 ,  23.1041 , -20.43 ,   8.89 ,  9.48 ,  781 ,  7.32 , 1028361
1028362 ,  50.1344 ,  21.2486 , -19.46 ,  10.11 ,  9.10 ,  843 ,  8.19 , 1028361
1028363 ,  48.8309 ,  20.8944 , -16.55 ,  13.01 ,  7.93 ,  665 ,  8.15 , 1028361
1038637 ,  51.6897 ,  20.2118 , -14.80 ,  15.16 ,  7.23 ,  734 ,  9.82 , 1028361
1028366 ,  48.9956 ,  20.1648 , -14.74 ,  14.75 ,  7.21 ,  765 ,  7.93 , 1028361
1028364 ,  47.1571 ,  21.4395 , -14.23 ,  15.27 ,  7.00 ,  712 ,  7.94 , 1028361
1088880 ,  48.5945 ,  19.9665 , -14.10 ,  15.56 ,  6.95 ,  830 ,  8.56 , 1028361
1028365 ,  48.8252 ,  21.8628 , -14.05 ,  15.48 ,  6.93 ,  788 ,  8.04 , 1028361
1027776 ,  65.2598 , -25.7271 , -23.99 ,   5.70 , 10.91 ,  779 ,  8.68 , 1027776
1027777 ,  65.6676 , -25.3887 , -18.83 ,  10.88 ,  8.84 ,  696 ,  8.76 , 1027776
1059157 ,  65.2381 , -24.2632 , -16.60 ,  12.56 ,  7.95 ,  512 ,  6.81 , 1027776
1059158 ,  64.4745 , -23.9211 , -16.14 ,  13.00 ,  7.77 ,  503 ,  6.72 , 1027776
1027778 ,  64.0502 , -26.0955 , -14.65 ,  15.06 ,  7.17 ,  923 ,  8.73 , 1027776
1031300 , 358.3388 , -33.8181 , -23.84 ,   5.80 , 10.85 ,  786 ,  8.47 , 1031300
1085497 , 359.8991 , -32.5784 , -14.64 ,  15.13 ,  7.17 ,  808 ,  8.99 , 1031300
1031301 , 358.4328 , -33.9906 , -14.25 ,  15.37 ,  7.01 ,  847 ,  8.37 , 1031300
1030918 ,  81.4054 , -36.0100 , -23.40 ,   6.27 , 10.67 ,  762 ,  8.56 , 1030918
1039259 ,  83.1626 , -36.4503 , -21.34 ,   7.86 ,  9.85 ,  591 ,  6.92 , 1030918
1030919 ,  81.4448 , -36.1438 , -20.54 ,   9.12 ,  9.53 ,  721 ,  8.55 , 1030918
1029478 , 341.9715 , -22.9695 , -23.61 ,   6.33 , 10.75 ,  811 ,  9.71 , 1029478
1029479 , 342.4065 , -23.1719 , -17.15 ,  12.75 ,  8.17 ,  880 ,  9.57 , 1029478
1029480 , 342.4379 , -22.5196 , -15.66 ,  14.29 ,  7.58 ,  784 ,  9.78 , 1029478
1025385 , 253.9197 , -51.0166 , -23.58 ,   5.52 , 10.74 ,  463 ,  6.61 , 1025385
1038951 , 257.1899 , -48.5251 , -19.31 ,  10.18 ,  9.04 ,  642 ,  7.90 , 1025385
1025389 , 254.0404 , -52.4740 , -19.14 ,   9.91 ,  8.97 ,  440 ,  6.44 , 1025385
1038953 , 256.8304 , -48.7034 , -18.58 ,  10.91 ,  8.74 ,  597 ,  7.90 , 1025385
1025387 , 253.2528 , -52.9861 , -18.01 ,  11.04 ,  8.52 ,  433 ,  6.48 , 1025385
1025394 , 254.2521 , -50.9425 , -17.52 ,  11.58 ,  8.32 ,  698 ,  6.62 , 1025385
1025388 , 255.3525 , -48.7394 , -17.46 ,  11.66 ,  8.30 ,  514 ,  6.68 , 1025385
1025395 , 256.3564 , -50.2369 , -15.81 ,  13.32 ,  7.64 ,  361 ,  6.71 , 1025385
1021408 , 251.8644 , -53.0202 , -15.09 ,  13.61 ,  7.35 ,  387 ,  5.50 , 1025385
1025393 , 254.9090 , -50.9727 , -15.07 ,  14.07 ,  7.34 ,  378 ,  6.71 , 1025385
1038954 , 256.8199 , -48.8498 , -14.80 ,  14.69 ,  7.23 ,  611 ,  7.90 , 1025385
1025392 , 254.7263 , -50.1648 , -14.39 ,  14.76 ,  7.07 ,  569 ,  6.78 , 1025385
1025396 , 254.1534 , -50.4032 , -14.19 ,  14.90 ,  6.99 ,  465 ,  6.58 , 1025385
1031753 ,  53.9914 , -29.4072 , -23.47 ,   4.45 , 10.70 ,  519 ,  3.84 , 1031753
1051370 ,  53.9437 , -29.4342 , -19.29 ,  10.20 ,  9.03 ,  687 ,  7.92 , 1031753
1068954 ,  52.7904 , -31.0330 , -17.93 ,   9.77 ,  8.48 ,  485 ,  3.46 , 1031753
1031755 ,  56.0713 , -29.9542 , -15.73 ,  12.23 ,  7.60 ,  460 ,  3.90 , 1031753
1088039 ,  54.6548 , -27.0996 , -14.80 ,  14.36 ,  7.23 ,  455 ,  6.79 , 1031753
1031756 ,  54.6121 , -30.3348 , -14.74 ,  13.16 ,  7.21 ,  545 ,  3.80 , 1031753
1031754 ,  55.4352 , -29.9718 , -14.12 ,  13.81 ,  6.96 ,  669 ,  3.85 , 1031753
1013941 , 232.9770 ,  -9.7371 , -23.50 ,   0.12 , 10.71 ,  294 ,  0.53 , 1013941
1013953 , 245.6332 ,  -9.8485 , -21.45 ,   2.85 ,  9.89 ,  220 ,  0.72 , 1013941
1013955 , 210.6900 ,   3.2472 , -20.86 ,   4.55 ,  9.66 ,  307 ,  1.21 , 1013941
1013977 , 226.1165 ,   8.4622 , -17.90 ,   5.76 ,  8.47 ,  410 ,  0.54 , 1013941
1014008 , 247.5153 ,   6.3933 , -17.16 ,   6.95 ,  8.18 ,  429 ,  0.67 , 1013941
1014016 , 220.6483 ,  -5.0737 , -17.14 ,   5.76 ,  8.17 ,  247 ,  0.38 , 1013941
1013978 , 247.6092 ,  11.6778 , -14.22 ,  11.73 ,  7.00 ,  381 ,  1.55 , 1013941
1031790 , 228.2035 ,  32.2997 , -23.21 ,   5.41 , 10.60 ,  597 ,  5.29 , 1031790
1054722 , 226.0893 ,  33.2359 , -18.90 ,  10.17 ,  8.87 ,  663 ,  6.52 , 1031790
1031791 , 225.9230 ,  32.4380 , -17.49 ,  11.16 ,  8.31 ,  669 ,  5.37 , 1031790
1031792 , 227.7843 ,  31.6202 , -17.37 ,  11.23 ,  8.26 ,  538 ,  5.25 , 1031790
1013940 , 267.5615 , -24.9724 , -23.18 ,   2.90 , 10.58 ,  379 ,  1.64 , 1013940
1014014 , 261.7769 , -30.5610 , -15.07 ,   9.15 ,  7.34 ,  310 ,  0.70 , 1013940
1014038 , 267.2856 , -25.4270 , -14.90 ,  11.20 ,  7.27 ,  176 ,  1.66 , 1013940
1014033 , 268.1769 , -30.9058 , -14.29 ,  11.56 ,  7.03 ,  376 ,  1.48 , 1013940
1023992 , 179.8560 , -42.4795 , -22.71 ,   6.10 , 10.40 ,  405 ,  5.78 , 1023992
1023993 , 178.8273 , -41.0608 , -21.74 ,   7.14 , 10.01 ,  389 ,  5.99 , 1023992
1023994 , 180.0442 , -43.2900 , -20.02 ,   8.80 ,  9.32 ,  408 ,  5.81 , 1023992
1023995 , 181.8316 , -40.8444 , -16.30 ,  12.42 ,  7.83 ,  401 ,  5.55 , 1023992
1024001 , 179.3779 , -42.6236 , -15.73 ,  13.09 ,  7.60 ,  275 ,  5.81 , 1023992
1072827 , 178.8553 , -40.4267 , -15.62 ,  13.49 ,  7.56 ,  432 ,  6.65 , 1023992
1024002 , 180.0000 , -42.9369 , -14.72 ,  14.10 ,  7.20 ,  406 ,  5.81 , 1023992
1024000 , 179.1135 , -43.2890 , -14.29 ,  14.60 ,  7.03 ,  366 ,  5.99 , 1023992
1029616 , 109.0786 , -34.8876 , -23.01 ,   3.07 , 10.51 ,   26 ,  1.64 , 1029616
1029617 , 110.6047 , -39.3344 , -17.59 ,   8.44 ,  8.35 ,  151 ,  1.61 , 1029616
1013989 , 105.6842 , -34.3447 , -15.10 ,   7.83 ,  7.35 ,  172 ,  0.38 , 1029616
1029620 , 107.1224 , -33.2726 , -14.94 ,  11.20 ,  7.29 ,  -99 ,  1.69 , 1029616
1029619 , 111.9167 , -40.2706 , -14.51 ,  11.20 ,  7.12 ,  -40 ,  1.39 , 1029616
1029618 , 106.6868 , -33.3045 , -14.21 ,  11.62 ,  7.00 ,   -7 ,  1.47 , 1029616
1032659 , 160.8393 , -24.6715 , -22.93 ,   5.53 , 10.49 ,  403 ,  4.92 , 1032659
1037656 , 161.2135 , -29.0123 , -20.93 ,   7.44 ,  9.69 ,  282 ,  4.72 , 1032659
1037657 , 161.1507 , -28.9900 , -16.52 ,  11.83 ,  7.92 ,  334 ,  4.68 , 1032659
1084496 , 162.5205 , -25.7860 , -15.16 ,  13.16 ,  7.37 ,  325 ,  4.61 , 1032659
1032660 , 158.4568 , -23.0899 , -15.05 ,  13.43 ,  7.33 ,  376 ,  4.95 , 1032659
1033229 , 129.9463 , -45.0633 , -22.93 ,   6.93 , 10.48 ,  828 ,  9.37 , 1033229
1033230 , 130.3838 , -44.9405 , -15.33 ,  14.53 ,  7.44 ,  820 ,  9.35 , 1033229
1033231 , 130.4277 , -44.9259 , -14.07 ,  15.78 ,  6.94 ,  880 ,  9.33 , 1033229
1033232 , 129.8049 , -45.0411 , -14.00 ,  15.85 ,  6.91 ,  825 ,  9.34 , 1033229
1033688 , 169.7267 , -18.0530 , -22.66 ,   6.96 , 10.38 ,  645 ,  8.40 , 1033688
1037363 , 170.8123 , -16.8861 , -21.39 ,   8.53 ,  9.87 ,  738 ,  9.66 , 1033688
1041735 , 169.7946 , -18.2889 , -20.49 ,   9.26 ,  9.51 ,  673 ,  8.88 , 1033688
1033689 , 169.6837 , -17.6151 , -20.07 ,   9.57 ,  9.34 ,  681 ,  8.44 , 1033688
1037364 , 171.4638 , -16.5103 , -17.98 ,  11.97 ,  8.50 ,  720 ,  9.75 , 1033688
1037365 , 170.2345 , -18.1137 , -14.46 ,  15.46 ,  7.10 ,  684 ,  9.65 , 1033688
1032599 ,  70.2751 ,   5.8179 , -22.69 ,   6.62 , 10.39 ,  564 ,  7.29 , 1032599
1032600 ,  69.5710 ,   5.6019 , -15.75 ,  13.56 ,  7.61 ,  651 ,  7.28 , 1032599
1032601 ,  69.3853 ,   5.6112 , -14.58 ,  14.70 ,  7.14 ,  555 ,  7.17 , 1032599
1030896 , 307.9966 ,  -5.7905 , -22.25 ,   7.48 , 10.21 ,  700 ,  8.83 , 1035314
1035314 , 306.1481 ,  -5.6502 , -21.78 ,   8.15 , 10.03 ,  699 ,  9.70 , 1035314
1030895 , 305.4760 ,  -6.0476 , -21.66 ,   8.01 ,  9.98 ,  716 ,  8.61 , 1035314
1045563 , 308.2432 ,  -6.0262 , -19.78 ,  10.11 ,  9.22 ,  699 ,  9.50 , 1035314
1055352 , 305.6468 ,  -4.8992 , -18.75 ,   9.06 ,  8.81 ,  502 ,  3.65 , 1035314
1056772 , 308.3348 ,  -6.9617 , -18.03 ,  11.58 ,  8.53 ,  678 ,  8.35 , 1035314
1075300 , 306.2754 ,  -7.1016 , -16.67 ,  12.52 ,  7.98 ,  539 ,  6.89 , 1035314
1072781 , 305.0675 ,  -4.1542 , -16.49 ,  11.98 ,  7.91 ,  535 ,  4.95 , 1035314
1068489 , 305.2113 ,  -6.4517 , -16.30 ,  13.21 ,  7.83 ,  768 ,  7.97 , 1035314
1069908 , 305.8503 ,  -6.5348 , -16.09 ,  13.81 ,  7.75 ,  742 ,  9.53 , 1035314
1035315 , 306.1428 ,  -5.6525 , -15.56 ,  14.38 ,  7.53 ,  651 ,  9.72 , 1035314
1032137 , 302.8855 ,  -3.8197 , -22.41 ,   6.79 , 10.27 ,  664 ,  6.92 , 1032137
1032140 , 302.3346 ,  -3.7077 , -18.60 ,  10.60 ,  8.75 ,  604 ,  6.92 , 1032137
1052819 , 303.2275 ,  -4.1533 , -18.52 ,  11.19 ,  8.72 ,  804 ,  8.75 , 1032137
1032138 , 302.7878 ,  -5.0760 , -17.18 ,  12.11 ,  8.18 ,  678 ,  7.21 , 1032137
1083898 , 304.1285 ,  -3.1908 , -14.44 ,  15.44 ,  7.09 ,  818 ,  9.45 , 1032137
1031006 , 314.2899 , -16.6219 , -21.72 ,   7.64 , 10.00 ,  571 ,  7.44 , 1031006
1031007 , 314.9510 , -16.5379 , -21.66 ,   7.70 ,  9.98 ,  568 ,  7.43 , 1031006
1031008 , 314.2606 , -16.3213 , -17.09 ,  12.28 ,  8.15 ,  567 ,  7.51 , 1031006
1031850 , 146.5308 ,  84.8249 , -22.41 ,   6.62 , 10.28 ,  590 ,  6.40 , 1031850
1031851 , 142.7033 ,  83.5237 , -16.18 ,  12.83 ,  7.79 ,  597 ,  6.34 , 1031850
1031853 , 136.9404 ,  85.2531 , -15.43 ,  13.60 ,  7.49 ,  656 ,  6.41 , 1031850
1031852 , 144.9588 ,  84.9364 , -14.62 ,  14.39 ,  7.16 ,  792 ,  6.36 , 1031850
1034527 , 109.6863 , -54.9128 , -22.08 ,   4.10 , 10.14 ,  -19 ,  1.72 , 1034527
1045094 , 110.0036 , -56.4383 , -20.46 ,   3.78 ,  9.50 ,  -37 ,  0.71 , 1034527
1034528 , 110.1287 , -49.4936 , -17.55 ,   8.62 ,  8.33 ,  -14 ,  1.71 , 1034527
1013957 , 246.1953 ,  -7.0863 , -22.23 ,   2.41 , 10.20 ,   40 ,  0.84 , 1013957
1013979 , 246.9391 ,   3.2835 , -18.01 ,   6.60 ,  8.51 , -127 ,  0.83 , 1013957
1014023 , 234.8871 , -10.0055 , -15.84 ,   8.45 ,  7.65 ,  -73 ,  0.72 , 1013957
1014028 , 247.3438 ,   0.4805 , -14.65 ,   8.26 ,  7.17 , -176 ,  0.38 , 1013957
1034153 ,  54.0600 ,  25.3113 , -22.18 ,   6.96 , 10.18 ,  752 ,  6.74 , 1034153
1057292 ,  53.5376 ,  25.8322 , -17.85 ,  12.06 ,  8.45 ,  778 ,  9.62 , 1034153
1034504 ,  69.3077 , -39.1978 , -22.15 ,   5.65 , 10.17 ,  230 ,  3.63 , 1034504
1034505 ,  68.0394 , -39.2240 , -17.79 ,  10.02 ,  8.43 ,  204 ,  3.65 , 1034504
1034506 ,  69.1578 , -39.3944 , -15.57 ,  12.24 ,  7.54 ,  260 ,  3.65 , 1034504
1034531 , 174.7682 , -28.9722 , -22.12 ,   5.33 , 10.16 ,  288 ,  3.09 , 1034531
1034532 , 175.4221 , -28.8972 , -15.17 ,  12.28 ,  7.38 ,  209 ,  3.09 , 1034531
1033371 ,  93.9230 ,  61.1935 , -21.46 ,   5.71 ,  9.90 ,  331 ,  2.71 , 1033371
1038921 ,  89.2255 ,  59.4652 , -21.17 ,   6.29 ,  9.78 ,  362 ,  3.11 , 1033371
1033373 ,  95.1394 ,  60.8721 , -17.53 ,   9.64 ,  8.32 ,  308 ,  2.72 , 1033371
1033374 ,  93.1744 ,  61.9593 , -14.13 ,  12.98 ,  6.97 ,  301 ,  2.65 , 1033371
1035892 , 236.6524 ,  30.1864 , -21.95 ,   7.23 , 10.09 ,  604 ,  6.87 , 1035892
1057224 , 235.7474 ,  30.5071 , -18.00 ,  11.28 ,  8.51 ,  617 ,  7.19 , 1035892
1013946 ,  65.8958 ,  -4.2512 , -21.91 ,   2.24 , 10.08 , -189 ,  0.68 , 1013946
1013981 ,  67.4064 ,  -6.5524 , -18.44 ,   5.70 ,  8.69 , -108 ,  0.67 , 1013946
1013951 , 195.3208 , -79.3834 , -21.92 ,  -0.32 , 10.08 ,  -92 ,  0.21 , 1013951
1080468 , 185.5515 , -74.4150 , -15.82 ,   9.22 ,  7.64 ,   19 ,  1.02 , 1013951
1037633 , 218.1164 ,  30.8411 , -21.90 ,   7.87 , 10.07 ,  547 ,  8.97 , 1037633
1073076 , 219.0706 ,  30.7528 , -15.72 ,  12.99 ,  7.60 ,  423 ,  5.52 , 1037633
1037634 , 218.1712 ,  30.6905 , -14.85 ,  14.91 ,  7.25 ,  530 ,  8.96 , 1037633
1036355 , 186.4798 ,   7.8746 , -21.84 ,   5.89 , 10.05 ,  268 ,  3.52 , 1036355
1036356 , 187.8127 ,   8.1366 , -16.77 ,  10.89 ,  8.02 ,  292 ,  3.40 , 1036355
1069446 , 184.3358 ,   6.7432 , -15.37 ,  12.53 ,  7.46 ,  244 ,  3.80 , 1036355
1039465 , 219.0650 ,  33.9833 , -21.65 ,   8.26 ,  9.97 ,  607 ,  9.62 , 1039465
1091193 , 217.9220 ,  33.9334 , -14.27 ,  15.72 ,  7.02 ,  630 ,  9.94 , 1039465
1039466 , 219.0835 ,  34.0994 , -14.26 ,  15.66 ,  7.02 ,  645 ,  9.64 , 1039465
1034810 , 247.8457 ,  29.4988 , -21.54 ,   6.61 ,  9.93 ,  505 ,  4.28 , 1034810
1034811 , 248.1544 ,  30.3060 , -15.90 ,  12.24 ,  7.67 ,  573 ,  4.26 , 1034810
1085832 , 247.7671 ,  28.3797 , -14.78 ,  13.28 ,  7.22 ,  435 ,  4.09 , 1034810
1034812 , 247.6667 ,  29.3518 , -14.56 ,  13.59 ,  7.14 ,  453 ,  4.28 , 1034810
1038349 , 260.7808 , -42.9373 , -21.49 ,   8.27 ,  9.91 ,  676 ,  8.95 , 1038349
1078271 , 261.0630 , -44.1585 , -15.35 ,  14.34 ,  7.45 ,  648 ,  8.68 , 1038349
1016699 , 283.7972 , -35.7055 , -21.45 ,   5.87 ,  9.89 ,   16 ,  2.91 , 1016699
1016720 , 281.4441 , -36.0485 , -16.82 ,  10.46 ,  8.04 ,   -8 ,  2.85 , 1016699
1016746 , 284.4220 , -36.0517 , -14.26 ,  13.05 ,  7.01 ,   -4 ,  2.90 , 1016699
1036503 , 135.0615 ,  23.6074 , -21.25 ,   8.25 ,  9.81 ,  529 ,  7.94 , 1036503
1036504 , 135.1433 ,  23.6973 , -18.85 ,  10.65 ,  8.85 ,  591 ,  7.94 , 1036503
1036505 , 134.5097 ,  23.7043 , -14.70 ,  14.76 ,  7.19 ,  533 ,  7.78 , 1036503
1036477 , 208.9292 ,  52.4650 , -21.20 ,   8.27 ,  9.79 ,  636 ,  7.83 , 1036477
1036478 , 210.5101 ,  52.9782 , -14.71 ,  14.76 ,  7.19 ,  658 ,  7.82 , 1036477
1039281 ,  16.9751 ,  10.5808 , -21.10 ,   8.33 ,  9.75 ,  783 ,  7.70 , 1039281
1039282 ,  17.2423 ,  10.9128 , -14.23 ,  15.23 ,  7.00 ,  746 ,  7.79 , 1039281
1038378 , 234.7777 , -31.6803 , -20.86 ,   9.07 ,  9.66 ,  700 ,  9.67 , 1038378
1038379 , 234.7444 , -31.8004 , -15.89 ,  14.04 ,  7.67 ,  724 ,  9.69 , 1038378
1039156 , 266.8481 , -54.8290 , -20.60 ,   8.48 ,  9.55 ,  428 ,  6.55 , 1039156
1056082 , 268.6096 , -54.6647 , -17.98 ,  10.99 ,  8.50 ,  396 ,  6.20 , 1039156
1040432 , 330.6083 ,  17.3805 , -20.54 ,   7.04 ,  9.53 ,  457 ,  3.29 , 1040432
1037439 , 327.8646 ,  18.7461 , -20.53 ,   7.40 ,  9.52 ,  512 ,  3.84 , 1040432
1037440 , 327.9594 ,  17.1642 , -18.51 ,   9.36 ,  8.72 ,  515 ,  3.76 , 1040432
1040433 , 333.4110 ,  18.0250 , -15.58 ,  11.92 ,  7.54 ,  413 ,  3.16 , 1040432
1037441 , 328.1965 ,  18.9519 , -14.81 ,  13.17 ,  7.23 ,  551 ,  3.94 , 1040432
1039358 , 168.7948 , -25.2586 , -20.64 ,   8.47 ,  9.57 ,  529 ,  6.63 , 1039358
1039359 , 168.5374 , -25.0005 , -16.91 ,  12.19 ,  8.08 ,  490 ,  6.60 , 1039358
1039360 , 168.8220 , -25.3854 , -14.82 ,  14.29 ,  7.24 ,  486 ,  6.63 , 1039358
1040153 ,  81.5525 , -29.7064 , -20.18 ,   7.62 ,  9.39 ,  253 ,  3.63 , 1040153
1049631 ,  81.7568 , -28.9171 , -19.03 ,   8.26 ,  8.92 ,  198 ,  2.88 , 1040153
1040154 ,  81.6155 , -30.0240 , -18.40 ,   9.38 ,  8.67 ,  142 ,  3.61 , 1040153
1049632 ,  80.7108 , -27.8280 , -14.18 ,  13.07 ,  6.99 ,  143 ,  2.83 , 1040153
1040820 , 304.9755 ,   2.1319 , -20.42 ,   8.58 ,  9.48 ,  630 ,  6.32 , 1040820
1040821 , 304.7766 ,   2.0088 , -16.70 ,  12.31 ,  7.99 ,  609 ,  6.35 , 1040820
1038907 , 173.3517 , -31.8570 , -20.35 ,   9.34 ,  9.45 ,  680 ,  8.69 , 1038907
1038908 , 172.3192 , -31.9025 , -17.18 ,  12.55 ,  8.18 ,  682 ,  8.81 , 1038907
1042828 ,  60.2604 ,   1.9998 , -20.39 ,   9.21 ,  9.47 ,  672 ,  8.33 , 1042828
1077030 ,  60.0972 ,   1.3568 , -14.53 ,  15.34 ,  7.13 ,  670 ,  9.44 , 1042828
1013960 , 269.6914 , -13.9407 , -20.26 ,   5.13 ,  9.42 ,  429 ,  1.20 , 1013960
1013997 , 271.2149 , -10.9285 , -14.61 ,  11.13 ,  7.16 ,  473 ,  1.41 , 1013960
1021890 ,  56.2223 ,  -6.9447 , -19.69 ,   9.75 ,  9.19 ,  880 ,  7.71 , 1021890
1055163 ,  56.3326 ,  -7.7206 , -19.01 ,  10.24 ,  8.92 ,  822 ,  7.07 , 1021890
1049447 ,  46.6625 ,  25.0199 , -19.61 ,  10.15 ,  9.16 ,  811 ,  8.96 , 1049447
1051716 ,  47.2951 ,  24.7307 , -18.94 ,  11.03 ,  8.89 ,  874 ,  9.86 , 1049447
1036973 ,  87.0264 , -29.8128 , -19.93 ,   7.35 ,  9.28 ,  143 ,  2.86 , 1036973
1036974 ,  87.3569 , -29.4027 , -15.40 ,  11.89 ,  7.47 ,  192 ,  2.87 , 1036973
1013956 , 238.8271 ,  39.1955 , -19.85 ,   5.35 ,  9.25 ,  323 ,  1.10 , 1013956
1014012 , 241.3475 ,  43.3401 , -15.01 ,  10.38 ,  7.31 ,  368 ,  1.19 , 1013956
1046549 , 316.9944 ,  45.2124 , -19.80 ,   9.21 ,  9.23 ,  613 ,  6.33 , 1046549
1046550 , 317.0337 ,  45.0386 , -15.14 ,  13.87 ,  7.37 ,  606 ,  6.33 , 1046549
1042612 ,  54.0233 ,  31.9354 , -19.66 ,   7.75 ,  9.18 ,  478 ,  3.04 , 1042612
1082777 ,  52.6267 ,  30.8474 , -14.72 ,  12.52 ,  7.20 ,  494 ,  2.81 , 1042612
1039589 , 108.8867 ,  -5.4432 , -19.45 ,   9.56 ,  9.09 ,  445 ,  6.34 , 1039589
1039591 , 109.0230 ,  -5.5820 , -17.40 ,  11.61 ,  8.27 ,  388 ,  6.35 , 1039589
1039590 , 108.4951 ,  -5.2383 , -15.76 ,  13.25 ,  7.62 ,  465 ,  6.33 , 1039589
1039592 , 109.1105 ,  -5.7284 , -14.05 ,  14.97 ,  6.93 ,  410 ,  6.37 , 1039589
1050800 , 196.7423 , -49.3137 , -19.24 ,  10.04 ,  9.01 ,  519 ,  7.19 , 1050800
1072340 , 198.0106 , -48.8122 , -16.08 ,  13.09 ,  7.74 ,  504 ,  6.82 , 1050800
1056728 , 198.5366 ,  24.5003 , -18.40 ,  11.49 ,  8.67 ,  557 ,  9.50 , 1056728
1057500 , 198.9174 ,  24.2074 , -17.98 ,  11.66 ,  8.50 ,  502 ,  8.47 , 1056728
1051135 , 283.9236 ,  -0.9397 , -18.93 ,   7.59 ,  8.88 ,  169 ,  2.01 , 1051135
1014030 , 280.8174 ,  -3.8635 , -14.90 ,  10.09 ,  7.27 ,  151 ,  1.00 , 1051135
1055378 ,  53.3299 ,   1.9827 , -18.77 ,  10.59 ,  8.82 ,  771 ,  7.45 , 1055378
1071995 ,  53.8216 ,   2.2771 , -16.01 ,  12.91 ,  7.71 ,  718 ,  6.07 , 1055378
1013983 , 260.9976 ,  35.4542 , -18.23 ,   6.84 ,  8.60 ,  424 ,  1.03 , 1013983
1013972 , 262.4644 ,  29.3268 , -17.34 ,   6.51 ,  8.25 ,  440 ,  0.59 , 1013983
1047740 , 168.2417 ,  74.8971 , -18.53 ,  11.46 ,  8.72 ,  788 ,  9.96 , 1047740
1047741 , 166.9538 ,  74.8499 , -15.86 ,  14.13 ,  7.66 ,  792 ,  9.95 , 1047740
1050967 , 221.5297 ,  29.9988 , -18.48 ,   9.63 ,  8.70 ,  463 ,  4.19 , 1050967
1082068 , 222.4622 ,  29.8192 , -15.16 ,  13.48 ,  7.38 ,  421 ,  5.34 , 1050967
1014020 , 242.9346 , -36.5866 , -17.73 ,   6.37 ,  8.41 ,  131 ,  0.66 , 1014020
1013976 , 242.6192 , -36.3756 , -17.63 ,   7.12 ,  8.36 ,  154 ,  0.89 , 1014020
1048634 ,  20.0050 ,   9.2890 , -18.04 ,  11.52 ,  8.53 ,  797 ,  8.13 , 1048634
1048635 ,  19.8507 ,   9.3509 , -16.72 ,  12.83 ,  8.00 ,  793 ,  8.13 , 1048634
1055398 , 316.2015 , -58.8271 , -18.01 ,   9.60 ,  8.52 ,  167 ,  3.33 , 1055398
1055399 , 317.1866 , -58.8690 , -14.09 ,  13.51 ,  6.95 ,  169 ,  3.31 , 1055398
1013975 , 274.5415 ,  15.6375 , -17.28 ,   7.90 ,  8.23 ,  308 ,  1.09 , 1013975
1014040 , 273.9421 ,  13.1956 , -14.00 ,  10.28 ,  6.91 ,  304 ,  0.72 , 1013975
