n, chi2, alfa, beta, gama
9951, 3.858496, 4.1895, 0.8006, -0.4416
9952, 4.824140, 5.3618, 0.6499, -0.5593
9953, 7.593060, 4.9426, 0.8091, -0.2177
9954, 2.788218, 3.5730, 0.9011, -0.4047
9955, 3.113115, 3.7272, 0.8697, -0.4395
9956, 3.308040, 3.5533, 0.9060, -0.3736
9957, 3.800935, 4.2762, 0.7806, -0.4446
9958, 3.448961, 3.9918, 0.8313, -0.4238
9959, 5.295144, 4.4020, 0.7840, -0.4113
9960, 5.085113, 4.4334, 0.7728, -0.4215
9961, 4.276699, 3.8901, 0.8734, -0.3536
9962, 4.530250, 4.3498, 0.7918, -0.3844
9963, 5.757424, 4.7962, 0.7222, -0.4352
9964, 3.725953, 4.5283, 0.7534, -0.4917
9965, 6.303946, 4.9175, 0.7302, -0.4189
9966, 6.251786, 3.8058, 0.8477, -0.4896
9967, 8.661095, 4.9223, 0.7513, -0.3776
9968, 4.677547, 3.7175, 0.8962, -0.4126
9969, 4.866854, 6.3051, 0.7399, -0.2415
9970, 9.073942, 4.3864, 0.8142, -0.4355
9971, 5.285296, 4.5245, 0.7799, -0.3593
9972, 5.223830, 4.3399, 0.8017, -0.4182
9973, 7.458992, 3.9971, 0.7688, -0.4312
9974, 7.575238, 3.8390, 0.8852, -0.4201
9975, 6.562624, 4.5178, 0.7028, -0.4726
9976, 7.024703, 3.7721, 0.8327, -0.3719
9977, 6.583322, 4.6341, 0.6928, -0.4905
9978, 6.279776, 3.1969, 0.9583, -0.4166
9979, 4.433987, 3.8941, 0.8599, -0.4319
9980, 4.645300, 4.4330, 0.8892, -0.2318
9981, 3.624168, 4.0260, 0.8006, -0.4850
9982, 4.898549, 4.3977, 0.8070, -0.3346
9983, 4.776983, 3.9321, 0.8089, -0.4477
9984, 4.750364, 4.2804, 0.8000, -0.4086
9985, 4.824125, 4.0763, 0.8108, -0.3916
9986, 4.983428, 3.7493, 0.8457, -0.3797
9987, 5.106848, 3.7178, 0.8619, -0.4697
9988, 4.845260, 3.8954, 0.8464, -0.3526
9989, 5.783283, 4.5467, 0.8003, -0.3312
9990, 8.290068, 3.9137, 0.8325, -0.3283
9991, 7.490166, 3.5153, 0.8661, -0.4491
9992, 3.996632, 3.9147, 0.8571, -0.3642
9993, 6.346983, 4.5438, 0.7899, -0.3779
9994, 6.016152, 3.7257, 0.8984, -0.4465
9995, 8.948985, 5.4199, 0.6715, -0.4204
9996, 6.328525, 4.9631, 0.7407, -0.3273
9997, 7.291491, 4.2967, 0.8261, -0.3627
9998, 6.096608, 4.0874, 0.7895, -0.4020
9999, 4.952111, 4.1533, 0.8322, -0.4057
10000, 3.972854, 3.7930, 0.8715, -0.4150
10001, 4.763451, 3.7937, 0.8968, -0.2709
10002, 4.186253, 3.7579, 0.8363, -0.4379
10003, 4.217842, 4.2591, 0.7836, -0.4234
10004, 5.812548, 4.3935, 0.7892, -0.5259
10005, 5.534094, 4.4905, 0.8651, -0.2222
10006, 5.748528, 4.4467, 0.7254, -0.4757
10007, 4.223314, 3.2716, 0.9704, -0.3285
10008, 4.033032, 3.9271, 0.8536, -0.3694
10009, 8.550160, 3.3088, 0.9064, -0.4485
10010, 6.918337, 4.6445, 0.7703, -0.5073
10011, 4.453540, 4.3050, 0.7853, -0.5127
10012, 12.220938, 3.9965, 0.8482, -0.5361
10013, 7.381172, 4.6219, 0.7818, -0.4031
10014, 11.326439, 5.6716, 0.7515, -0.2936
10015, 8.952755, 3.2971, 0.8781, -0.4497
10016, 10.817663, 3.5828, 0.8345, -0.3779
10017, 11.195766, 4.7815, 0.8839, -0.1599
10018, 5.895454, 4.7885, 0.7397, -0.3983
10019, 4.444605, 4.1833, 0.8121, -0.3985
10020, 4.606257, 3.7681, 0.8415, -0.3922
10021, 4.945123, 4.7160, 0.7015, -0.5229
10022, 5.984556, 4.3604, 0.8073, -0.4516
10023, 3.478462, 3.5509, 0.8906, -0.3908
10024, 5.516355, 4.3851, 0.9415, -0.2086
10025, 3.972555, 3.9311, 0.8588, -0.3667
10026, 4.622173, 3.6713, 0.9098, -0.3605
10027, 3.749932, 4.2256, 0.8032, -0.4591
10028, 3.989316, 4.4157, 0.7742, -0.4604
10029, 2.990566, 3.7676, 0.8494, -0.4377
10030, 4.073427, 4.0408, 0.8229, -0.4752
10031, 7.004960, 5.3984, 0.6780, -0.5537
10032, 5.435535, 3.6714, 0.9240, -0.2921
10033, 4.619686, 4.1840, 0.8217, -0.4371
10034, 3.367079, 3.4288, 0.9350, -0.3668
10035, 4.238511, 4.0286, 0.8167, -0.3976
10036, 5.198787, 4.9215, 0.6864, -0.5015
10037, 5.292330, 4.1130, 0.8384, -0.3688
10038, 5.238645, 4.4730, 0.7754, -0.5079
10039, 6.449497, 5.2149, 0.7461, -0.2714
10040, 7.296268, 5.6981, 0.7083, -0.2554
10041, 5.614840, 4.3171, 0.7874, -0.3716
10042, 4.233678, 4.0598, 0.8356, -0.4137
10043, 4.108455, 3.8678, 0.8730, -0.3620
10044, 5.086894, 4.2370, 0.7919, -0.3921
10045, 5.967875, 4.9441, 0.7123, -0.4811
10046, 5.526180, 4.5486, 0.7331, -0.4342
10047, 3.780099, 4.4102, 0.7516, -0.4788
10048, 3.639184, 4.0874, 0.7997, -0.4550
10049, 5.290066, 4.1317, 0.7539, -0.4796
10050, 6.686199, 3.7680, 0.8135, -0.4335
10051, 6.081028, 3.1899, 0.9349, -0.3800
10052, 5.546157, 3.7324, 0.8524, -0.4767
10053, 7.061803, 4.0560, 0.7748, -0.4469
10054, 6.306066, 5.0500, 0.7995, -0.2489
10055, 6.346096, 4.5788, 0.7721, -0.4257
10056, 9.376613, 5.2203, 0.7087, -0.5163
10057, 6.971244, 4.2727, 0.7479, -0.4398
10058, 11.629627, 3.1660, 0.9513, -0.2940
10059, 7.687041, 3.1948, 0.9263, -0.3649
10060, 5.266322, 3.8118, 0.8236, -0.4493
10061, 4.487200, 4.1307, 0.8511, -0.2905
10062, 5.409992, 3.8041, 0.8283, -0.3999
10063, 5.873388, 4.6188, 0.7687, -0.3415
10064, 6.446659, 4.9730, 0.6756, -0.5618
10065, 9.571537, 4.7603, 0.7272, -0.3574
10066, 9.225436, 3.4657, 0.8582, -0.4640
10067, 6.375067, 3.8381, 0.8279, -0.3705
10068, 3.908754, 3.8286, 0.8677, -0.3581
10069, 6.075797, 5.1641, 0.6772, -0.4865
10070, 7.003860, 3.6628, 0.8560, -0.3521
10071, 5.914906, 3.6875, 0.9257, -0.3094
10072, 6.252891, 4.6041, 0.7205, -0.5472
10073, 10.091077, 3.8801, 0.7815, -0.5084
10074, 5.880001, 3.6561, 0.8453, -0.4288
10075, 5.833408, 3.9405, 0.8737, -0.4134
10076, 5.597917, 3.7376, 0.8477, -0.4777
10077, 5.558603, 4.6534, 0.7241, -0.4402
10078, 10.227398, 4.5725, 0.7963, -0.4582
10079, 8.363683, 3.3162, 0.9259, -0.3206
10080, 10.013197, 3.7434, 0.8199, -0.3801
10081, 7.613985, 4.2410, 0.7265, -0.4852
10082, 5.515635, 4.2993, 0.8122, -0.4324
10083, 10.133969, 3.5966, 0.8843, -0.3017
10084, 6.555059, 5.5353, 0.8256, -0.2341
10085, 7.934370, 4.8984, 0.7395, -0.4633
10086, 7.509062, 4.2512, 0.7775, -0.3639
10087, 7.072251, 3.9380, 0.8075, -0.3787
10088, 11.781771, 4.8788, 0.7491, -0.5732
10089, 10.402981, 3.6641, 0.8492, -0.3255
10090, 4.971721, 4.5076, 0.7750, -0.3699
10091, 6.651527, 4.3788, 0.7251, -0.5343
10092, 9.308243, 3.6769, 0.8284, -0.3857
10093, 7.701005, 4.3007, 0.7880, -0.3342
10094, 4.909015, 4.4387, 0.8075, -0.3042
10095, 4.047728, 4.2504, 0.7900, -0.4281
10096, 4.029053, 4.6622, 0.7323, -0.4904
10097, 5.399967, 4.1764, 0.7448, -0.4905
10098, 6.783167, 3.8525, 0.8233, -0.3739
10099, 7.449227, 5.2586, 0.6739, -0.4701
10100, 13.318219, 3.9773, 0.9499, -0.2645
10101, 5.649417, 4.6583, 0.7388, -0.4094
10102, 4.487986, 3.8792, 0.8478, -0.4768
10103, 6.511104, 4.4318, 0.8736, -0.2588
10104, 5.256045, 3.7759, 0.8987, -0.3193
10105, 5.007184, 4.1703, 0.8056, -0.3865
10106, 5.405553, 3.9361, 0.8618, -0.4298
10107, 5.059524, 4.2094, 0.8197, -0.4240
10108, 4.879973, 4.1197, 0.8040, -0.3987
10109, 5.233561, 4.0344, 0.7880, -0.4782
10110, 4.733098, 4.5739, 0.7618, -0.4577
10111, 3.863366, 4.0399, 0.8066, -0.4722
10112, 4.397223, 3.8789, 0.8667, -0.4021
10113, 7.624359, 4.1407, 0.7441, -0.4392
10114, 6.416368, 4.5949, 0.9300, -0.1964
10115, 6.138200, 3.7273, 0.9297, -0.2732
10116, 9.107936, 4.2733, 0.8661, -0.2712
10117, 9.525926, 4.6653, 0.7063, -0.4180
10118, 16.506927, 4.8247, 0.8226, -0.3103
10119, 9.188313, 3.9527, 0.8895, -0.2078
10120, 11.000765, 4.1023, 0.8577, -0.4916
10121, 8.438190, 4.8056, 0.7539, -0.4381
10122, 7.016323, 4.8861, 0.7522, -0.3700
10123, 6.245995, 4.9250, 0.7275, -0.4149
10124, 3.841144, 3.9453, 0.8295, -0.3930
10125, 3.914642, 4.2119, 0.8018, -0.4228
10126, 4.100187, 4.7047, 0.7308, -0.5052
10127, 6.476491, 4.9077, 0.8208, -0.2676
10128, 7.754481, 4.0109, 0.8285, -0.5213
10129, 4.501137, 4.7180, 0.7434, -0.4889
10130, 3.842693, 3.8625, 0.8614, -0.3703
10131, 6.406823, 5.2951, 0.6225, -0.5197
10132, 6.575061, 4.0034, 0.7735, -0.5099
10133, 6.114638, 4.0553, 0.8389, -0.4922
10134, 5.583859, 3.7332, 0.8355, -0.4375
10135, 8.578546, 4.1568, 0.8466, -0.3547
10136, 5.893753, 3.8132, 0.8989, -0.3317
10137, 5.071550, 5.5096, 0.8721, -0.1775
10138, 4.350397, 3.7046, 0.8456, -0.4603
10139, 6.058672, 3.6741, 0.8867, -0.4686
10140, 5.789192, 4.5090, 0.7280, -0.5452
10141, 7.885243, 4.0754, 0.8145, -0.3321
10142, 9.475596, 4.4808, 0.8197, -0.3476
10143, 8.168630, 3.5422, 0.8682, -0.3374
10144, 4.210648, 4.0018, 0.8618, -0.3182
10145, 3.516997, 3.7360, 0.8569, -0.4195
10146, 3.497266, 4.1381, 0.8144, -0.4510
10147, 5.472183, 3.7645, 0.8257, -0.4383
10148, 4.211601, 3.9345, 0.8510, -0.4298
10149, 3.428740, 3.9104, 0.8488, -0.4532
10150, 5.282037, 4.2216, 0.7699, -0.5159
10151, 5.441680, 4.1415, 0.7754, -0.5108
10152, 4.618272, 3.8669, 0.8734, -0.3154
10153, 5.941745, 4.5804, 0.7826, -0.3221
10154, 6.701045, 3.5505, 0.9099, -0.3005
10155, 3.811969, 3.6137, 0.8894, -0.3775
10156, 6.259616, 4.7110, 0.7593, -0.3856
10157, 7.157906, 4.0824, 0.8038, -0.3545
10158, 7.589303, 4.0638, 0.7893, -0.3755
10159, 4.698783, 4.0112, 0.8729, -0.2996
10160, 4.509594, 4.0853, 0.8445, -0.3411
10161, 3.835061, 4.2802, 0.7671, -0.4603
10162, 4.762201, 4.0947, 0.7988, -0.4028
10163, 5.090059, 4.0319, 0.8223, -0.3635
10164, 4.270919, 3.5499, 0.8758, -0.4300
10165, 3.050780, 3.7182, 0.8547, -0.4413
10166, 6.508718, 3.6600, 0.9982, -0.2171
10167, 3.613911, 3.9695, 0.8307, -0.4255
10168, 6.771113, 4.1629, 0.7754, -0.5271
10169, 5.938909, 4.1984, 0.7508, -0.4624
10170, 3.429112, 3.6539, 0.8727, -0.3998
10171, 5.635798, 4.6067, 0.7735, -0.3672
10172, 8.391749, 4.3254, 0.7837, -0.3417
10173, 8.606859, 4.7552, 0.7621, -0.4620
10174, 9.878242, 2.9656, 0.9339, -0.3986
10175, 7.471012, 3.8879, 0.9277, -0.2495
10176, 3.179956, 3.5394, 0.9083, -0.3867
10177, 5.058639, 4.4752, 0.7881, -0.4086
10178, 5.470392, 4.8173, 0.8784, -0.2319
10179, 2.834542, 3.6683, 0.8866, -0.4341
10180, 5.509494, 4.0629, 0.8477, -0.3713
10181, 5.644162, 4.3745, 0.8214, -0.3239
10182, 5.475432, 4.4000, 0.8198, -0.2768
10183, 3.360228, 4.1914, 0.7855, -0.4544
10184, 5.710062, 3.8780, 0.8131, -0.4089
10185, 6.596712, 3.1099, 0.9602, -0.4092
10186, 8.286967, 4.9493, 0.6643, -0.5842
10187, 4.045537, 3.6868, 0.8942, -0.3465
10188, 3.449519, 4.1846, 0.7907, -0.4510
10189, 3.746248, 3.7595, 0.8438, -0.4225
10190, 4.745534, 4.3452, 0.7946, -0.4558
10191, 4.401476, 4.5888, 0.7349, -0.4731
10192, 4.319817, 3.7730, 0.8873, -0.3978
10193, 6.184272, 3.5529, 0.9167, -0.4427
10194, 12.051103, 4.5566, 0.7908, -0.5518
10195, 12.077629, 4.3693, 0.8726, -0.2868
10196, 5.257828, 4.0000, 0.7977, -0.4273
10197, 4.532483, 4.1054, 0.8358, -0.3704
10198, 4.446392, 4.3410, 0.8018, -0.3841
10199, 7.010275, 5.0330, 0.7122, -0.4159
10200, 4.941371, 4.7484, 0.7358, -0.5143
10201, 6.126017, 4.8080, 0.7509, -0.3683
10202, 4.624224, 5.7141, 0.8272, -0.1969
10203, 3.718998, 4.1619, 0.7900, -0.4387
10204, 7.631112, 4.6823, 0.8119, -0.2756
10205, 4.128763, 3.9179, 0.8283, -0.4044
10206, 4.315846, 4.2465, 0.8009, -0.4813
10207, 3.692331, 4.0317, 0.8308, -0.4065
10208, 4.293966, 4.1064, 0.8151, -0.4843
10209, 6.252611, 5.0712, 0.7601, -0.2626
10210, 8.838404, 3.4413, 0.9423, -0.4539
10211, 5.272537, 4.0549, 0.7914, -0.4831
10212, 4.468822, 4.0266, 0.8660, -0.3088
10213, 3.571197, 4.0021, 0.8257, -0.4184
10214, 7.292519, 4.2446, 0.8046, -0.3164
10215, 6.521000, 4.6260, 0.8057, -0.3043
10216, 3.879717, 4.2294, 0.8058, -0.4275
10217, 5.755466, 3.7045, 0.8855, -0.3142
10218, 4.860543, 4.5873, 0.7396, -0.4580
10219, 8.030081, 4.8721, 0.7455, -0.5361
10220, 10.632436, 3.3686, 0.9711, -0.3515
10221, 5.136668, 4.0958, 0.8785, -0.2618
10222, 6.294760, 4.8299, 0.7877, -0.2820
10223, 6.205905, 3.4378, 0.9500, -0.3195
10224, 4.318626, 4.0725, 0.7899, -0.4389
10225, 5.614138, 4.2603, 0.7383, -0.4806
10226, 6.509530, 4.4376, 0.7306, -0.4536
10227, 7.726584, 4.0552, 0.8304, -0.5186
10228, 3.981439, 3.9299, 0.8512, -0.3716
10229, 4.397116, 3.5931, 0.8872, -0.4428
10230, 7.451952, 3.3426, 0.9773, -0.3099
10231, 5.215581, 3.9939, 0.8670, -0.3223
10232, 6.597861, 3.2677, 0.9215, -0.4258
10233, 3.624801, 3.9037, 0.8497, -0.4040
10234, 5.582536, 3.5718, 0.9264, -0.3294
10235, 6.315944, 3.5960, 0.9052, -0.2872
10236, 6.215520, 4.9459, 0.8914, -0.1886
10237, 5.141892, 3.1778, 0.9964, -0.2831
10238, 6.577223, 4.8501, 0.7286, -0.3993
10239, 7.565767, 6.1385, 0.7474, -0.2708
10240, 11.921661, 3.6255, 0.8692, -0.5113
10241, 11.616992, 4.2835, 0.8273, -0.4978
10242, 6.618394, 4.8656, 0.7650, -0.2807
10243, 5.330881, 4.2713, 0.8439, -0.2605
10244, 3.990141, 3.7520, 0.8779, -0.3508
10245, 4.491368, 4.0308, 0.8467, -0.4212
10246, 7.469199, 4.4012, 0.7598, -0.5562
10247, 5.793836, 2.9967, 0.9927, -0.3396
10248, 4.689346, 4.2578, 0.7808, -0.4205
10249, 5.007855, 4.2625, 0.8484, -0.2846
10250, 5.264016, 4.3123, 0.7302, -0.4898
10251, 5.973867, 4.1517, 0.7643, -0.4790
10252, 5.758059, 4.5871, 0.7813, -0.3603
10253, 4.845912, 4.2587, 0.8091, -0.3428
10254, 4.106718, 4.0383, 0.8323, -0.4786
10255, 6.223269, 4.1091, 0.8271, -0.3180
10256, 4.429583, 3.8596, 0.8474, -0.3751
10257, 3.762983, 3.9799, 0.8137, -0.4585
10258, 5.474688, 3.4407, 0.9428, -0.2740
10259, 7.087605, 2.9157, 0.9953, -0.3830
10260, 4.919547, 3.7889, 0.8970, -0.3115
10261, 4.132681, 4.2131, 0.8025, -0.4122
10262, 3.689236, 3.7117, 0.8752, -0.3743
10263, 3.688087, 3.8570, 0.8303, -0.4365
10264, 5.040029, 3.3156, 0.9206, -0.3773
10265, 5.561643, 4.2689, 0.8165, -0.4176
10266, 3.637198, 3.8570, 0.8559, -0.3850
10267, 7.216886, 4.0829, 0.8419, -0.4966
10268, 8.614389, 5.0998, 0.8948, -0.2198
10269, 6.695349, 3.7939, 0.8284, -0.4876
10270, 5.515258, 3.6906, 0.9146, -0.3210
10271, 3.817803, 4.0049, 0.8353, -0.4484
10272, 4.577913, 3.8789, 0.8673, -0.3156
10273, 6.252474, 4.2183, 0.8208, -0.5037
10274, 4.617302, 3.5268, 0.8945, -0.3615
10275, 6.635298, 3.8273, 0.9090, -0.2789
10276, 7.020596, 3.7216, 0.8833, -0.4921
10277, 7.228919, 3.8990, 0.8826, -0.3751
10278, 5.266685, 4.5070, 0.7682, -0.5090
10279, 7.913015, 5.2969, 0.6789, -0.5813
10280, 5.938121, 4.4826, 0.8122, -0.3324
10281, 5.161229, 4.5790, 0.8592, -0.2512
10282, 3.984248, 4.2094, 0.8003, -0.4188
10283, 5.795114, 3.7522, 0.8997, -0.3999
10284, 5.814046, 5.2036, 0.8140, -0.2413
10285, 4.400978, 3.9929, 0.8501, -0.3557
10286, 7.075935, 4.0940, 0.8413, -0.4807
10287, 6.966456, 4.9307, 0.6697, -0.4973
10288, 7.897347, 4.3228, 0.8158, -0.4100
10289, 13.851450, 4.5758, 0.7331, -0.3344
10290, 6.267314, 4.1975, 0.7801, -0.3827
10291, 3.633708, 4.2185, 0.7944, -0.4741
10292, 3.776919, 3.9896, 0.8414, -0.4083
10293, 7.641894, 4.1669, 0.7434, -0.4310
10294, 4.832577, 4.3594, 0.8283, -0.2973
10295, 5.292863, 4.5083, 0.7929, -0.3646
10296, 5.238060, 4.5338, 0.7539, -0.3990
10297, 9.247043, 5.5038, 0.7980, -0.2717
10298, 5.162130, 3.7814, 0.8276, -0.4674
10299, 9.256381, 3.9089, 0.7681, -0.4359
10300, 5.585396, 4.5353, 0.8260, -0.2558
10301, 4.458843, 4.2272, 0.8227, -0.3435
10302, 4.637095, 4.4255, 0.7632, -0.4386
10303, 5.588328, 5.4075, 0.8243, -0.2199
10304, 4.911834, 3.1793, 0.9623, -0.3478
10305, 7.196447, 4.1261, 0.8334, -0.4966
10306, 5.599480, 4.0886, 0.7636, -0.4806
10307, 6.265346, 3.6560, 0.9807, -0.2061
10308, 3.419639, 4.1458, 0.7899, -0.4509
10309, 3.822612, 3.7088, 0.8997, -0.3286
10310, 7.208938, 3.7804, 0.9010, -0.4234
10311, 7.867637, 4.5275, 0.7506, -0.3563
10312, 3.591941, 4.1537, 0.8107, -0.4517
10313, 4.080289, 3.6381, 0.9122, -0.3384
10314, 3.958274, 3.9311, 0.8661, -0.3400
10315, 6.593940, 4.5758, 0.7665, -0.3394
10316, 5.362036, 4.2737, 0.8075, -0.3940
10317, 4.665262, 4.1101, 0.8219, -0.4762
10318, 5.595948, 4.6548, 0.7610, -0.4306
10319, 3.973087, 4.0493, 0.8301, -0.4610
10320, 7.155313, 3.2503, 0.9114, -0.3925
10321, 4.532670, 4.1120, 0.8399, -0.3509
10322, 3.486238, 4.2542, 0.7838, -0.4606
10323, 5.215605, 4.7518, 0.7251, -0.4440
10324, 5.175887, 4.0276, 0.7873, -0.4768
10325, 4.752192, 4.2514, 0.7648, -0.4352
10326, 5.476011, 3.6629, 0.9092, -0.2677
10327, 10.407372, 3.7692, 0.8546, -0.5184
10328, 4.610959, 3.7803, 0.8838, -0.4486
10329, 3.353476, 4.1801, 0.7945, -0.4610
10330, 3.828550, 4.1513, 0.7815, -0.4589
10331, 4.788781, 3.7541, 0.8610, -0.3674
10332, 5.582645, 4.6116, 0.7845, -0.2989
10333, 7.260458, 3.8321, 0.9057, -0.2934
10334, 7.708638, 5.2046, 0.6831, -0.4211
10335, 5.665158, 3.2442, 0.9564, -0.3082
10336, 5.005374, 4.3879, 0.7898, -0.4254
10337, 3.982639, 3.5101, 0.9102, -0.3543
10338, 5.798994, 4.9154, 0.7215, -0.4707
10339, 6.247110, 3.9081, 0.9465, -0.2025
10340, 6.102549, 3.9930, 0.9230, -0.2258
10341, 5.776263, 3.6558, 0.8638, -0.3570
10342, 4.836136, 4.8726, 0.7104, -0.4846
10343, 5.738530, 4.4844, 0.7680, -0.5315
10344, 5.631793, 3.7336, 0.8313, -0.4588
10345, 5.948619, 4.2311, 0.7463, -0.5090
10346, 5.400420, 3.4844, 0.8807, -0.4339
10347, 6.889627, 5.4365, 0.7603, -0.2348
10348, 7.339670, 5.5683, 0.8804, -0.1917
10349, 5.553184, 3.8815, 0.8145, -0.4850
10350, 4.422525, 4.1944, 0.8218, -0.3706
10351, 4.033693, 3.9865, 0.8389, -0.4734
10352, 4.905595, 3.9045, 0.8310, -0.3748
10353, 6.025032, 3.6420, 0.9147, -0.4007
10354, 5.561673, 3.5335, 0.9201, -0.4331
10355, 5.250219, 3.9216, 0.8768, -0.3835
10356, 5.129670, 4.2823, 0.7959, -0.5004
10357, 6.903860, 4.6062, 0.8770, -0.2400
10358, 10.328074, 4.3795, 0.8171, -0.4549
10359, 15.716595, 4.4483, 0.8190, -0.5193
10360, 4.580310, 3.7260, 0.9022, -0.3640
10361, 3.674798, 4.0279, 0.8136, -0.4546
10362, 3.629617, 3.6684, 0.8623, -0.4453
10363, 4.519330, 4.2908, 0.8111, -0.3751
10364, 5.611804, 3.8226, 0.8125, -0.4742
10365, 3.710052, 3.5006, 0.8890, -0.4001
10366, 6.512232, 3.6943, 0.8348, -0.4132
10367, 6.724736, 4.2420, 0.7356, -0.5214
10368, 6.064732, 3.8469, 0.8305, -0.3764
10369, 5.532839, 4.4089, 0.7453, -0.4635
10370, 7.440057, 4.8009, 0.7521, -0.4327
10371, 9.228713, 3.2944, 0.8890, -0.4001
10372, 6.432798, 4.6196, 0.7967, -0.3201
10373, 5.111355, 3.9163, 0.8191, -0.4960
10374, 5.428580, 4.5298, 0.7842, -0.3878
10375, 5.436829, 4.6519, 0.7536, -0.4135
10376, 6.668386, 4.2681, 0.8219, -0.4494
10377, 8.239993, 3.7235, 0.8480, -0.4981
10378, 5.359113, 4.7427, 0.8777, -0.2281
10379, 5.678786, 4.6108, 0.7631, -0.4536
10380, 4.995289, 3.4869, 0.9440, -0.3927
10381, 7.269859, 4.7256, 0.7695, -0.3980
10382, 4.286008, 4.0388, 0.8030, -0.4100
10383, 6.180982, 4.5020, 0.8075, -0.3361
10384, 4.587423, 4.6632, 0.7441, -0.5070
10385, 6.999531, 4.2933, 0.8055, -0.3116
10386, 7.226017, 3.2490, 0.9306, -0.3395
10387, 5.070252, 4.1130, 0.8458, -0.3611
10388, 5.881531, 3.8346, 0.8124, -0.4847
10389, 5.802050, 3.6379, 0.9265, -0.2461
10390, 6.793285, 3.1815, 0.9675, -0.4187
10391, 3.436538, 3.5668, 0.8810, -0.4115
10392, 3.831397, 3.6017, 0.8677, -0.3949
10393, 8.651383, 4.2928, 0.7255, -0.4333
10394, 4.209389, 3.7085, 0.8645, -0.3762
10395, 4.629981, 3.8564, 0.8567, -0.3456
10396, 6.580824, 3.8412, 0.8174, -0.4066
10397, 7.614455, 2.6894, 1.0643, -0.3533
10398, 8.701968, 3.4767, 0.8695, -0.4611
10399, 5.812777, 3.8059, 0.8865, -0.4099
10400, 6.052423, 3.9731, 0.7794, -0.4595
10401, 6.132695, 4.8280, 0.7498, -0.3636
10402, 8.877737, 3.2815, 0.8852, -0.4296
10403, 9.877240, 5.3849, 0.6159, -0.4691
10404, 5.124084, 4.2344, 0.7834, -0.4108
10405, 3.787103, 3.7957, 0.8377, -0.4285
10406, 6.047791, 4.8463, 0.8005, -0.2527
10407, 4.612833, 3.9029, 0.8859, -0.2841
10408, 5.257760, 3.4064, 0.8926, -0.4099
10409, 5.404337, 4.3224, 0.7514, -0.5019
10410, 6.327320, 3.7039, 0.8994, -0.2683
10411, 6.044463, 4.0728, 0.8003, -0.5213
10412, 7.011557, 4.9175, 0.7421, -0.3256
10413, 4.187343, 3.7049, 0.9061, -0.3573
10414, 6.234614, 3.9981, 0.7945, -0.5088
10415, 7.936045, 3.6286, 0.9367, -0.3222
10416, 11.428411, 3.4766, 0.8436, -0.4743
10417, 9.188267, 3.7571, 0.8994, -0.4572
10418, 4.744555, 3.7128, 0.8565, -0.3794
10419, 5.094527, 3.9925, 0.8556, -0.4100
10420, 5.436828, 4.4226, 0.7508, -0.5285
10421, 9.751165, 3.4038, 0.8766, -0.4591
10422, 17.632034, 3.2323, 0.9341, -0.4992
10423, 14.885692, 3.8027, 0.8327, -0.3057
10424, 14.146438, 4.8353, 0.8067, -0.3010
10425, 5.859506, 4.3678, 0.7563, -0.3987
10426, 5.662380, 4.2823, 0.8253, -0.3753
10427, 5.803610, 4.6103, 0.7518, -0.3942
10428, 9.784312, 4.2738, 0.8305, -0.4505
10429, 4.735069, 5.2578, 0.6609, -0.5369
10430, 6.470167, 5.0369, 0.7443, -0.2903
10431, 7.424283, 4.6873, 0.7561, -0.3339
10432, 7.262930, 5.2758, 0.7339, -0.2703
10433, 4.037489, 4.2048, 0.8041, -0.4130
10434, 4.470725, 3.5880, 0.9217, -0.3555
10435, 5.732111, 4.1154, 0.8369, -0.2992
10436, 6.613693, 3.8877, 0.8385, -0.5016
10437, 6.871389, 4.5674, 0.7600, -0.3552
10438, 6.322652, 4.0328, 0.7819, -0.4422
10439, 5.633586, 5.2326, 0.6657, -0.5082
10440, 3.670453, 4.1137, 0.8201, -0.4295
10441, 4.167635, 3.8966, 0.8428, -0.3839
10442, 5.756093, 4.5223, 0.8150, -0.2933
10443, 7.072223, 4.8619, 0.6835, -0.4846
10444, 4.492024, 4.3656, 0.8003, -0.3718
10445, 5.050069, 4.5583, 0.7682, -0.3884
10446, 7.335112, 3.7460, 0.8913, -0.2547
10447, 6.242872, 4.6321, 0.7259, -0.4057
10448, 4.663132, 3.3684, 0.9273, -0.4032
10449, 4.761021, 4.3583, 0.8202, -0.3013
10450, 4.195010, 3.7498, 0.8547, -0.4641
10451, 4.151657, 3.5705, 0.8689, -0.4060
10452, 4.760870, 4.6322, 0.7169, -0.5179
10453, 4.161385, 3.6876, 0.9019, -0.4292
10454, 5.473079, 4.7643, 0.8326, -0.2583
10455, 7.484431, 4.0642, 0.8559, -0.4161
10456, 4.790577, 3.8093, 0.8695, -0.3230
10457, 6.367312, 4.2788, 0.7527, -0.5151
10458, 5.378624, 4.1535, 0.8014, -0.3741
10459, 6.953896, 4.8040, 0.8537, -0.2454
10460, 8.878870, 5.0899, 0.7261, -0.5067
10461, 11.115614, 3.8784, 0.8637, -0.2550
10462, 7.901352, 5.2167, 0.7257, -0.3389
10463, 7.032812, 4.2466, 0.7329, -0.5023
10464, 10.360849, 4.6834, 0.9685, -0.1953
10465, 13.124840, 3.0558, 0.9014, -0.4226
10466, 14.623878, 3.4429, 0.8513, -0.5014
10467, 4.190720, 6.3638, 0.8060, -0.2015
