n, chi2, alfa, beta, gama
9434, 4.684209, 4.0923, 0.8357, -0.3834
9435, 3.984144, 3.3689, 0.9556, -0.3486
9436, 6.767668, 5.0377, 0.6988, -0.4336
9437, 5.735037, 4.0505, 0.8466, -0.3775
9438, 5.750051, 4.6399, 0.7628, -0.4441
9439, 9.033306, 4.2697, 0.7956, -0.5475
9440, 8.094361, 4.3069, 0.7274, -0.4350
9441, 9.047246, 3.8795, 0.8897, -0.3642
9442, 6.692615, 4.6058, 0.7722, -0.4446
9443, 5.253271, 4.2056, 0.7694, -0.4878
9444, 5.325345, 4.7178, 0.7392, -0.4716
9445, 3.624270, 3.7326, 0.8765, -0.3831
9446, 6.293259, 4.4610, 0.7439, -0.4076
9447, 4.473326, 4.3025, 0.7906, -0.4188
9448, 7.423339, 4.7665, 0.7665, -0.3959
9449, 3.755234, 3.9098, 0.8525, -0.4052
9450, 7.778453, 3.9429, 0.7970, -0.4096
9451, 4.230746, 4.2757, 0.8076, -0.4591
9452, 3.882330, 4.0673, 0.8289, -0.4567
9453, 5.710400, 5.0393, 0.7648, -0.2760
9454, 5.256343, 4.5706, 0.7797, -0.3495
9455, 5.084192, 4.6349, 0.8261, -0.2484
9456, 5.673362, 4.4689, 0.7388, -0.4379
9457, 4.431347, 3.3806, 0.9147, -0.3702
9458, 6.185610, 4.0849, 0.8444, -0.3966
9459, 6.512956, 3.4582, 0.8777, -0.3954
9460, 6.323098, 4.1607, 0.8286, -0.2969
9461, 4.289885, 4.2061, 0.8140, -0.4617
9462, 6.154604, 5.8832, 0.8354, -0.2162
9463, 3.635258, 4.2844, 0.7944, -0.4583
9464, 4.523578, 3.4285, 0.9405, -0.4072
9465, 4.479514, 3.9824, 0.8045, -0.4869
9466, 5.691148, 4.3219, 0.7836, -0.3734
9467, 8.428234, 2.8670, 1.0009, -0.3903
9468, 11.531870, 3.5472, 0.8915, -0.3005
9469, 11.415417, 3.2195, 0.8798, -0.4317
9470, 7.890135, 4.4159, 0.7124, -0.5396
9471, 8.254359, 4.6485, 0.9187, -0.2267
9472, 8.154029, 2.9036, 0.9823, -0.3708
9473, 6.427844, 3.6731, 0.8898, -0.4785
9474, 6.630712, 4.5693, 0.7475, -0.3812
9475, 3.453878, 3.7011, 0.8643, -0.4152
9476, 3.746629, 3.5870, 0.8849, -0.3741
9477, 5.078363, 4.0697, 0.8404, -0.4330
9478, 4.499231, 4.0808, 0.8294, -0.3681
9479, 8.846949, 3.8260, 0.7804, -0.4403
9480, 8.321825, 4.7814, 0.7611, -0.4923
9481, 5.374431, 4.6612, 0.7538, -0.4289
9482, 5.739318, 4.2880, 0.7783, -0.3914
9483, 8.199828, 3.6930, 0.8379, -0.4797
9484, 5.902705, 3.1545, 0.9514, -0.3555
9485, 4.915699, 4.6427, 0.8302, -0.2419
9486, 4.040632, 3.8916, 0.8598, -0.4159
9487, 3.825908, 4.2771, 0.7939, -0.4389
9488, 6.277028, 4.2728, 0.7569, -0.4460
9489, 6.971888, 4.9537, 0.6827, -0.4482
9490, 5.557399, 4.4566, 0.7463, -0.5401
9491, 4.414048, 4.4241, 0.7866, -0.4925
9492, 6.727254, 3.8724, 0.8146, -0.3799
9493, 4.414242, 4.1312, 0.8189, -0.3941
9494, 5.626888, 3.9293, 0.9168, -0.2395
9495, 3.922425, 3.8826, 0.8179, -0.4532
9496, 3.491070, 4.0247, 0.8308, -0.4194
9497, 4.854497, 3.9884, 0.8484, -0.4388
9498, 6.096932, 4.8102, 0.7150, -0.4332
9499, 4.196091, 4.1317, 0.7828, -0.4588
9500, 5.588864, 3.7485, 0.8319, -0.4704
9501, 3.578983, 3.9223, 0.8257, -0.4383
9502, 8.723572, 3.1914, 0.8903, -0.4263
9503, 6.327795, 5.2377, 0.6306, -0.5276
9504, 4.456036, 3.9816, 0.8410, -0.3569
9505, 3.875107, 3.7886, 0.8817, -0.4204
9506, 6.759622, 3.4416, 0.9269, -0.4443
9507, 6.687936, 3.2804, 0.9122, -0.4131
9508, 5.832554, 3.6207, 0.8528, -0.4079
9509, 8.500316, 6.2566, 0.6858, -0.2400
9510, 7.944526, 4.5322, 0.6994, -0.5363
9511, 6.972043, 4.1122, 0.7535, -0.5145
9512, 7.441699, 4.3969, 0.8066, -0.4472
9513, 5.554439, 4.5327, 0.7946, -0.3248
9514, 5.056733, 4.4121, 0.8029, -0.3551
9515, 9.359280, 4.9496, 0.8049, -0.2872
9516, 6.644301, 4.1238, 0.8224, -0.3190
9517, 4.944556, 3.6736, 0.9131, -0.3839
9518, 8.485028, 3.7084, 0.8388, -0.4831
9519, 10.442372, 3.4366, 0.8465, -0.4457
9520, 10.362618, 4.2285, 0.7301, -0.5555
9521, 9.908963, 4.0460, 0.7415, -0.4640
9522, 6.217356, 4.5733, 0.7803, -0.4286
9523, 5.858387, 3.5993, 0.8714, -0.4590
9524, 7.067392, 3.6147, 0.8409, -0.4246
9525, 10.471416, 3.0952, 0.9110, -0.3820
9526, 4.267609, 3.9266, 0.8507, -0.3399
9527, 4.277792, 3.9089, 0.8586, -0.4499
9528, 6.471724, 5.0663, 0.7476, -0.3065
9529, 6.705257, 5.0905, 0.7672, -0.2790
9530, 5.156137, 3.3839, 0.8943, -0.3983
9531, 4.939539, 3.8257, 0.8828, -0.3820
9532, 5.006755, 3.2581, 0.9429, -0.3852
9533, 3.414285, 3.5858, 0.8881, -0.3864
9534, 4.176886, 3.8972, 0.8603, -0.3750
9535, 5.114208, 3.7491, 0.9194, -0.2540
9536, 5.777841, 3.7839, 0.8120, -0.4682
9537, 6.673792, 4.8838, 0.7221, -0.3964
9538, 5.101950, 3.9971, 0.8479, -0.4526
9539, 5.812061, 3.3433, 0.8981, -0.4045
9540, 5.575576, 4.6846, 0.7447, -0.4015
9541, 3.821819, 4.2825, 0.7959, -0.4469
9542, 4.184867, 3.6142, 0.8806, -0.4457
9543, 9.767475, 5.9918, 0.7494, -0.2946
9544, 5.211766, 5.7297, 0.8146, -0.2195
9545, 4.637673, 3.9619, 0.8741, -0.2894
9546, 3.640179, 4.1460, 0.8192, -0.4631
9547, 5.780397, 3.1500, 0.9930, -0.3468
9548, 5.726581, 4.0003, 0.7698, -0.4724
9549, 5.587617, 3.6398, 0.8931, -0.4625
9550, 6.576534, 5.0353, 0.7377, -0.3359
9551, 6.969465, 4.7606, 0.7543, -0.5079
9552, 6.298291, 5.4321, 0.6597, -0.5138
9553, 6.909426, 4.6573, 0.7699, -0.4486
9554, 3.993510, 3.9747, 0.8108, -0.4654
9555, 5.114288, 3.8890, 0.8352, -0.4912
9556, 6.461194, 4.8360, 0.7428, -0.3373
9557, 4.571270, 3.6702, 0.8497, -0.4020
9558, 4.791100, 3.8933, 0.8062, -0.4806
9559, 6.974304, 3.9964, 0.8547, -0.4766
9560, 6.279384, 3.1897, 0.9435, -0.4155
9561, 6.323924, 4.3460, 0.7507, -0.4422
9562, 4.842887, 4.5638, 0.7466, -0.4554
9563, 3.341879, 3.6676, 0.8781, -0.3951
9564, 3.358306, 3.5188, 0.9132, -0.4130
9565, 4.536097, 4.0803, 0.8135, -0.3928
9566, 5.077816, 4.3385, 0.7548, -0.4394
9567, 4.753382, 4.2666, 0.7994, -0.3866
9568, 4.907334, 3.9738, 0.8536, -0.4563
9569, 5.413358, 3.5090, 0.9492, -0.2512
9570, 6.519151, 4.9448, 0.7297, -0.5059
9571, 3.307711, 3.6176, 0.9039, -0.3805
9572, 4.444453, 4.2629, 0.8252, -0.3525
9573, 5.790251, 4.6537, 0.8385, -0.2564
9574, 6.256295, 3.7082, 0.8382, -0.4115
9575, 4.905754, 3.8557, 0.8686, -0.4166
9576, 4.669248, 4.2215, 0.8029, -0.4008
9577, 5.871025, 4.0156, 0.8150, -0.3673
9578, 6.024282, 4.3460, 0.8090, -0.4460
9579, 5.920705, 3.6978, 0.8461, -0.3734
9580, 4.462846, 4.1637, 0.8175, -0.3997
9581, 4.621585, 3.9458, 0.8321, -0.3764
9582, 3.770621, 4.1609, 0.7846, -0.4444
9583, 5.784731, 3.8962, 0.8108, -0.4237
9584, 5.978815, 5.4912, 0.6023, -0.5456
9585, 8.913468, 4.4426, 0.7361, -0.4129
9586, 7.539621, 3.6324, 0.8497, -0.3634
9587, 7.467992, 3.5749, 0.8504, -0.4566
9588, 7.767512, 3.5059, 0.8501, -0.4267
9589, 5.271479, 4.4019, 0.8242, -0.3062
9590, 7.477167, 4.4116, 0.8015, -0.4933
9591, 8.819366, 3.7997, 0.7854, -0.4673
9592, 8.911030, 3.2333, 0.8883, -0.4297
9593, 5.498867, 4.3239, 0.7310, -0.4837
9594, 5.689921, 4.2246, 0.9464, -0.1997
9595, 5.026606, 4.1571, 0.8327, -0.4228
9596, 5.797711, 5.0798, 0.7508, -0.2884
9597, 7.556981, 3.6219, 0.8310, -0.4654
9598, 11.296396, 3.1725, 0.9265, -0.3280
9599, 10.738874, 3.9418, 0.8285, -0.3107
9600, 8.305477, 5.0483, 0.7054, -0.3624
9601, 7.336834, 4.5728, 0.7906, -0.2739
9602, 5.708111, 5.6685, 0.8738, -0.1647
9603, 4.924089, 3.4820, 0.9113, -0.4282
9604, 5.910111, 3.9770, 0.8248, -0.3514
9605, 5.309056, 4.2876, 0.8145, -0.3139
9606, 4.357462, 3.6804, 0.8917, -0.4467
9607, 6.061265, 3.7339, 0.8515, -0.3536
9608, 8.367462, 3.5027, 0.8619, -0.4570
9609, 5.519843, 4.6451, 0.7755, -0.3070
9610, 5.609070, 4.2829, 0.8143, -0.3938
9611, 6.502222, 5.0094, 0.7673, -0.2472
9612, 5.639888, 5.0172, 0.8566, -0.2287
9613, 8.882211, 3.9553, 0.8475, -0.2919
9614, 6.986981, 4.9448, 0.7336, -0.5243
9615, 5.140639, 3.7523, 0.8940, -0.4321
9616, 5.880986, 4.5599, 0.9079, -0.1987
9617, 6.756764, 3.4695, 0.9004, -0.4535
9618, 3.965612, 4.3724, 0.7569, -0.4586
9619, 4.964815, 3.8277, 0.8897, -0.3890
9620, 6.337969, 4.0859, 0.7792, -0.4413
9621, 5.755079, 3.8130, 0.9071, -0.3072
9622, 3.800084, 3.6415, 0.8922, -0.4350
9623, 5.449438, 4.2060, 0.8156, -0.4838
9624, 10.241519, 3.4046, 0.9071, -0.4811
9625, 6.311648, 3.7530, 0.8846, -0.2905
9626, 6.600101, 4.5954, 0.7667, -0.3385
9627, 6.777647, 4.5874, 0.7795, -0.4189
9628, 3.393385, 3.6943, 0.8804, -0.3992
9629, 4.796623, 4.3696, 0.7915, -0.4439
9630, 3.610999, 3.5786, 0.9012, -0.3596
9631, 7.967203, 4.0202, 0.7533, -0.4752
9632, 12.322614, 3.8011, 0.8758, -0.2544
9633, 7.174116, 2.6828, 1.0582, -0.3039
9634, 4.231706, 4.0730, 0.7926, -0.4366
9635, 5.415064, 3.4337, 0.8887, -0.3655
9636, 5.272783, 4.5810, 0.7933, -0.2959
9637, 4.814821, 4.5929, 0.8080, -0.2781
9638, 4.265321, 3.7068, 0.8564, -0.4601
9639, 4.304245, 4.6113, 0.7460, -0.4989
9640, 4.861349, 4.5336, 0.7677, -0.4480
9641, 7.483029, 5.1170, 0.7130, -0.3808
9642, 9.597040, 3.9802, 0.7630, -0.4268
9643, 7.920630, 4.7381, 0.7641, -0.5049
9644, 9.516480, 3.9207, 0.8824, -0.4626
9645, 10.181193, 4.5781, 0.6736, -0.4797
9646, 5.289965, 4.0533, 0.8629, -0.2709
9647, 4.699912, 6.9892, 0.7316, -0.1924
9648, 5.773825, 3.6979, 0.8406, -0.3941
9649, 4.024318, 4.0809, 0.8027, -0.4776
9650, 6.862915, 4.7842, 0.7703, -0.3390
9651, 7.199386, 3.7589, 0.8438, -0.3536
9652, 6.562343, 3.8694, 0.7953, -0.4446
9653, 3.921895, 3.8254, 0.8673, -0.3891
9654, 5.168675, 4.0321, 0.8387, -0.4913
9655, 6.489710, 5.4723, 0.8644, -0.1673
9656, 5.250238, 4.7892, 0.7927, -0.2709
9657, 4.022101, 4.4393, 0.7659, -0.4661
9658, 4.159126, 4.5348, 0.7573, -0.4811
9659, 5.182827, 4.7785, 0.7046, -0.4748
9660, 7.355561, 4.7256, 0.7834, -0.3381
9661, 5.231650, 3.5407, 0.8702, -0.4367
9662, 3.424153, 3.7707, 0.8606, -0.4237
9663, 3.590716, 3.9180, 0.8239, -0.4698
9664, 7.053042, 3.4056, 0.8863, -0.4125
9665, 5.011893, 4.2544, 0.8203, -0.3647
9666, 4.847009, 4.4224, 0.7795, -0.4205
9667, 5.736472, 3.2448, 0.9329, -0.3930
9668, 6.519259, 4.8234, 0.7060, -0.4279
9669, 4.581220, 4.2902, 0.8219, -0.3588
9670, 5.093226, 4.1220, 0.8037, -0.3881
9671, 7.886681, 3.9057, 0.8162, -0.5141
9672, 7.764313, 3.8151, 0.7864, -0.4667
9673, 9.256266, 3.3205, 0.9250, -0.3120
9674, 5.618657, 4.6974, 0.7200, -0.4351
9675, 5.927798, 3.9642, 0.9039, -0.2363
9676, 3.704291, 4.0578, 0.7962, -0.4567
9677, 14.482358, 4.4229, 0.8418, -0.3380
9678, 15.662715, 4.2296, 0.7567, -0.3612
9679, 4.550032, 4.3519, 0.7733, -0.5060
9680, 8.086786, 4.5354, 0.7038, -0.4538
9681, 3.719039, 4.2062, 0.8013, -0.4293
9682, 3.873055, 4.3876, 0.7611, -0.4579
9683, 5.660449, 4.0384, 0.7854, -0.4540
9684, 4.731158, 3.8469, 0.8825, -0.2902
9685, 9.623023, 4.6103, 0.6896, -0.5798
9686, 9.150885, 3.3126, 0.8749, -0.4479
9687, 9.985007, 3.7771, 0.7892, -0.4850
9688, 5.032475, 4.4009, 0.7817, -0.4094
9689, 7.352153, 5.3585, 0.7338, -0.2636
9690, 6.623018, 4.7428, 0.7390, -0.3767
9691, 4.642345, 4.1756, 0.8299, -0.3438
9692, 5.803659, 4.2538, 0.8052, -0.3333
9693, 10.516533, 3.4900, 0.9097, -0.4876
9694, 7.203432, 5.2691, 0.7059, -0.3675
9695, 8.052562, 3.0440, 1.0174, -0.3692
9696, 9.592083, 5.2987, 0.7850, -0.2951
9697, 7.914547, 4.4704, 0.7427, -0.3771
9698, 5.115751, 5.0679, 0.6758, -0.5511
9699, 4.816509, 4.3359, 0.7982, -0.3949
9700, 7.925199, 3.6567, 0.8322, -0.3901
9701, 4.599531, 4.1389, 0.8197, -0.3823
9702, 4.197289, 4.3305, 0.7758, -0.4407
9703, 6.353912, 3.1184, 0.9923, -0.3970
9704, 8.641265, 3.4083, 0.8817, -0.4379
9705, 8.599385, 3.7045, 0.8090, -0.4689
9706, 6.451357, 4.8075, 0.7699, -0.2814
9707, 6.505876, 3.8440, 0.7980, -0.4901
9708, 6.465649, 3.9573, 0.7786, -0.4442
9709, 6.603652, 4.1288, 0.8313, -0.2953
9710, 5.517270, 3.7807, 0.8904, -0.3920
9711, 4.657162, 3.9630, 0.8054, -0.4112
9712, 4.963231, 4.6014, 0.7505, -0.4667
9713, 5.621610, 4.3503, 0.7584, -0.4194
9714, 6.941874, 4.6420, 0.7534, -0.5535
9715, 2.780949, 3.5999, 0.8973, -0.4158
9716, 10.694602, 5.6103, 0.6367, -0.4103
9717, 8.864740, 3.9652, 0.8601, -0.4953
9718, 9.901795, 5.3698, 0.6888, -0.3179
9719, 3.835288, 4.5390, 0.7387, -0.4952
9720, 5.271764, 4.3552, 0.7430, -0.4741
9721, 3.549014, 4.1520, 0.7900, -0.4605
9722, 13.599092, 3.9210, 0.7428, -0.4671
9723, 11.347125, 3.9715, 0.8693, -0.4979
9724, 3.811523, 3.8644, 0.8626, -0.4470
9725, 4.737604, 4.3464, 0.7691, -0.5209
9726, 6.580465, 3.0612, 0.9667, -0.3566
9727, 6.432124, 3.2957, 0.9189, -0.3606
9728, 5.551922, 4.0048, 0.9085, -0.2418
9729, 8.040670, 3.9536, 0.7769, -0.4194
9730, 4.060234, 3.5069, 0.8933, -0.3601
9731, 4.166751, 3.6707, 0.9090, -0.3038
9732, 5.387734, 3.7122, 0.8709, -0.3476
9733, 5.504913, 4.4345, 0.7962, -0.4029
9734, 5.740905, 4.4867, 0.7816, -0.4423
9735, 4.137816, 3.3827, 0.9500, -0.3459
9736, 4.240371, 4.0865, 0.8050, -0.4020
9737, 5.542271, 3.4076, 0.8914, -0.4261
9738, 9.861095, 3.3504, 0.9012, -0.4687
9739, 4.579091, 3.9731, 0.8524, -0.3185
9740, 3.694079, 4.1071, 0.8156, -0.4317
9741, 6.101163, 4.2343, 0.7640, -0.4470
9742, 6.585007, 3.9758, 0.8219, -0.3466
9743, 2.799014, 3.5214, 0.9167, -0.3954
9744, 4.135871, 3.9409, 0.8287, -0.3882
9745, 6.174860, 4.8998, 0.7316, -0.4577
9746, 10.920652, 5.5348, 0.6345, -0.4162
9747, 11.276617, 3.7782, 0.8221, -0.3626
9748, 13.826616, 3.4301, 0.9499, -0.4689
9749, 7.281503, 4.5111, 0.7499, -0.3705
9750, 17.518383, 3.6696, 0.8082, -0.5354
9751, 7.187497, 4.1886, 0.8963, -0.1988
9752, 4.557769, 3.9184, 0.8826, -0.2717
9753, 4.248920, 4.1480, 0.8383, -0.3423
9754, 6.193670, 4.5082, 0.7664, -0.3656
9755, 4.577047, 3.9797, 0.8232, -0.4925
9756, 4.172088, 4.0592, 0.8453, -0.3277
9757, 4.864907, 3.9849, 0.8013, -0.4789
9758, 5.365597, 4.4059, 0.8207, -0.3223
9759, 5.174422, 3.8367, 0.8688, -0.4633
9760, 4.279618, 4.3224, 0.7658, -0.4371
9761, 4.352044, 4.4785, 0.7608, -0.4613
9762, 5.555283, 4.3225, 0.8459, -0.2828
9763, 4.288528, 4.0834, 0.8374, -0.3446
9764, 4.029154, 3.6323, 0.8690, -0.4460
9765, 4.656242, 3.7392, 0.8989, -0.3653
9766, 4.413172, 4.0728, 0.8291, -0.3859
9767, 5.157500, 4.5638, 0.7683, -0.4652
9768, 4.391359, 3.5021, 0.8905, -0.3772
9769, 5.435142, 3.9068, 0.8219, -0.3790
9770, 3.632562, 3.7691, 0.8761, -0.3814
9771, 4.090245, 3.5735, 0.9134, -0.3316
9772, 5.774734, 4.2666, 0.8450, -0.2956
9773, 6.296655, 5.0541, 0.8194, -0.2419
9774, 8.473839, 5.1983, 0.6579, -0.4491
9775, 8.160628, 4.1804, 0.7759, -0.3633
9776, 5.458584, 3.7229, 0.8271, -0.4610
9777, 5.139162, 4.2654, 0.8382, -0.3173
9778, 5.058358, 4.0515, 0.8821, -0.2475
9779, 5.642074, 4.5744, 0.7713, -0.4628
9780, 4.458272, 3.8322, 0.8229, -0.4609
9781, 4.481909, 3.8519, 0.8523, -0.3591
9782, 4.301810, 3.9628, 0.8570, -0.3674
9783, 3.474961, 3.6995, 0.8617, -0.4433
9784, 5.215666, 4.3527, 0.8103, -0.3221
9785, 3.493640, 4.2610, 0.7727, -0.4691
9786, 8.212392, 3.8059, 0.8092, -0.4033
9787, 5.094794, 4.2322, 0.7696, -0.4946
9788, 4.915403, 4.1829, 0.7736, -0.4401
9789, 3.932139, 4.0296, 0.8341, -0.3932
9790, 3.390773, 3.6606, 0.8854, -0.4034
9791, 4.949605, 4.9370, 0.6972, -0.5210
9792, 5.613472, 4.2462, 0.8213, -0.4109
9793, 5.116961, 4.5040, 0.7759, -0.3788
9794, 3.594290, 4.2066, 0.7822, -0.4753
9795, 5.116280, 4.7433, 0.7387, -0.4412
9796, 6.835013, 4.4106, 0.8019, -0.4349
9797, 6.846458, 4.9517, 0.7174, -0.4018
9798, 6.183776, 3.3473, 0.9842, -0.2418
9799, 4.803220, 4.5297, 0.7633, -0.4206
9800, 9.197323, 5.8322, 0.7908, -0.2531
9801, 7.772709, 4.8092, 0.8192, -0.2130
9802, 4.912415, 3.7138, 0.8722, -0.4598
9803, 4.691637, 4.2146, 0.8119, -0.3855
9804, 5.223496, 3.4695, 0.9388, -0.2686
9805, 7.838429, 3.8657, 0.8280, -0.3529
9806, 5.202636, 4.2922, 0.7484, -0.4886
9807, 8.699430, 3.3441, 0.8921, -0.4292
9808, 9.239460, 3.7364, 0.8024, -0.4820
9809, 6.295117, 4.8743, 0.8411, -0.2173
9810, 11.002210, 4.4821, 0.7888, -0.2778
9811, 11.070719, 3.0807, 0.9313, -0.3705
9812, 8.234802, 5.0969, 0.6364, -0.4876
9813, 8.289712, 3.4641, 0.8430, -0.4169
9814, 4.741931, 4.3064, 0.9255, -0.2128
9815, 4.657210, 3.9473, 0.8652, -0.4531
9816, 5.283753, 4.6826, 0.7099, -0.5332
9817, 5.205403, 3.4729, 0.9104, -0.3382
9818, 4.283882, 4.0131, 0.8537, -0.3336
9819, 5.334266, 4.2323, 0.7939, -0.5192
9820, 3.962355, 3.4348, 0.9082, -0.3951
9821, 3.761694, 3.6075, 0.8942, -0.4351
9822, 3.482833, 3.5576, 0.8818, -0.4149
9823, 6.465756, 4.1845, 0.7623, -0.5224
9824, 6.344120, 3.7622, 0.8631, -0.3368
9825, 7.259034, 4.7635, 0.7498, -0.3278
9826, 8.868815, 3.8251, 0.8959, -0.2296
9827, 7.498688, 3.9330, 0.8816, -0.3463
9828, 6.892387, 4.9948, 0.7389, -0.3522
9829, 7.528882, 5.3101, 0.7417, -0.2425
9830, 7.624477, 4.1046, 0.8028, -0.5342
9831, 6.660592, 4.3812, 0.7686, -0.3669
9832, 5.090478, 3.9063, 0.8424, -0.4888
9833, 5.093718, 4.6637, 0.7819, -0.3157
9834, 4.695424, 3.9741, 0.8530, -0.3139
9835, 4.772015, 4.4893, 0.8226, -0.2582
9836, 9.180840, 3.6869, 0.8021, -0.4317
9837, 6.685043, 4.2933, 0.8458, -0.3020
9838, 6.238938, 3.9105, 0.7968, -0.4446
9839, 5.167736, 3.5481, 0.8687, -0.3955
9840, 5.937554, 5.2102, 0.7396, -0.2989
9841, 3.685238, 3.9705, 0.8123, -0.4791
9842, 7.376000, 4.0494, 0.7766, -0.5242
9843, 6.644669, 4.6748, 0.7071, -0.4608
9844, 3.882004, 3.9521, 0.8677, -0.3385
9845, 3.714892, 4.2178, 0.7920, -0.4405
9846, 4.864595, 4.1791, 0.8628, -0.2646
9847, 5.405678, 3.9993, 0.8303, -0.3606
9848, 4.293901, 3.6057, 0.8824, -0.4454
9849, 5.893702, 4.4432, 0.7905, -0.3253
9850, 8.917668, 3.5432, 1.0131, -0.1700
9851, 7.398529, 3.9092, 0.8024, -0.4071
9852, 7.296681, 3.2542, 0.9939, -0.2741
9853, 5.349109, 4.3744, 0.7798, -0.5263
9854, 6.770343, 3.8306, 0.8349, -0.3530
9855, 5.129462, 3.7161, 0.8958, -0.4512
9856, 3.521456, 3.7811, 0.8546, -0.4590
9857, 5.251338, 4.5284, 0.7810, -0.3568
9858, 5.337000, 4.3559, 0.8163, -0.3739
9859, 5.525797, 4.0271, 0.7903, -0.5042
9860, 4.534612, 4.0944, 0.8539, -0.2834
9861, 4.054937, 3.7446, 0.8646, -0.3801
9862, 6.171590, 4.3984, 0.7990, -0.4273
9863, 8.126702, 4.2383, 0.7259, -0.5285
9864, 6.375023, 4.9521, 0.7263, -0.3854
9865, 5.543340, 4.2542, 0.8741, -0.2473
9866, 3.654634, 4.0897, 0.7920, -0.4647
9867, 6.785876, 3.2592, 0.9376, -0.3414
9868, 5.682589, 3.5402, 0.8733, -0.4499
9869, 5.392642, 4.5782, 0.8141, -0.2797
9870, 10.299861, 3.6918, 0.9870, -0.2454
9871, 5.721310, 3.7677, 0.9336, -0.2215
9872, 7.374450, 5.6328, 0.7511, -0.2643
9873, 4.792232, 4.0537, 0.8444, -0.3746
9874, 4.893998, 4.3141, 0.8409, -0.2741
9875, 11.729177, 4.7410, 0.6783, -0.4248
9876, 9.294357, 3.3404, 0.9708, -0.4187
9877, 8.936765, 4.8793, 0.7108, -0.3662
9878, 7.054495, 3.8198, 0.8153, -0.4069
9879, 7.474244, 4.4145, 0.7366, -0.4345
9880, 5.222491, 3.7743, 0.8526, -0.3588
9881, 5.863984, 4.4207, 0.7924, -0.4337
9882, 4.419617, 4.0583, 0.8242, -0.4829
9883, 4.372958, 3.7490, 0.8835, -0.4546
9884, 4.348279, 4.0846, 0.8022, -0.4826
9885, 5.176700, 3.4896, 0.9416, -0.3018
9886, 5.400216, 3.7274, 0.8241, -0.4493
9887, 5.251284, 4.5639, 0.8164, -0.2626
9888, 10.304165, 3.4468, 0.9056, -0.3044
9889, 6.732726, 3.2386, 0.9217, -0.3995
9890, 6.666493, 3.3041, 0.9711, -0.3810
9891, 11.111818, 4.0964, 0.8326, -0.2671
9892, 5.598751, 4.6955, 0.7510, -0.3937
9893, 4.015094, 4.1485, 0.8008, -0.4787
9894, 4.308675, 4.0403, 0.8212, -0.4928
9895, 5.914870, 4.8622, 0.7197, -0.4206
9896, 3.701967, 3.9513, 0.8147, -0.4415
9897, 3.897337, 4.2808, 0.7671, -0.4893
9898, 3.443834, 3.4476, 0.9259, -0.3992
9899, 4.748919, 4.3388, 0.8010, -0.4347
9900, 5.253499, 3.4611, 0.8979, -0.3632
9901, 7.238185, 3.6978, 0.8263, -0.4105
9902, 7.881969, 3.5049, 0.8533, -0.4442
9903, 7.096079, 3.7861, 0.8201, -0.4094
9904, 4.959594, 4.0284, 0.8119, -0.5009
9905, 6.255302, 4.6930, 0.7198, -0.4178
9906, 4.703468, 3.8642, 0.8182, -0.4141
9907, 4.074845, 4.2899, 0.8007, -0.4770
9908, 6.418410, 3.8737, 0.8489, -0.3282
9909, 5.464979, 4.1528, 0.8044, -0.3686
9910, 5.170754, 3.7372, 0.8497, -0.3758
9911, 3.815888, 3.6850, 0.8679, -0.4451
9912, 4.925173, 3.5968, 0.9239, -0.3135
9913, 6.034868, 4.5257, 0.7252, -0.5491
9914, 4.418815, 4.0775, 0.8372, -0.3642
9915, 9.174541, 4.3733, 0.7772, -0.5586
9916, 7.183382, 3.5319, 0.9354, -0.3514
9917, 8.457024, 3.1978, 0.9363, -0.3392
9918, 5.955591, 4.7652, 0.7476, -0.4575
9919, 8.317461, 4.9512, 0.7444, -0.4033
9920, 4.675281, 3.8242, 0.8449, -0.3745
9921, 8.671822, 4.4350, 0.7009, -0.4964
9922, 5.612061, 4.3245, 0.7817, -0.5279
9923, 5.682262, 4.1280, 0.8015, -0.5163
9924, 3.824902, 4.0896, 0.8095, -0.4883
9925, 4.498447, 4.9333, 0.6900, -0.5006
9926, 5.845921, 3.4068, 0.9132, -0.4352
9927, 4.276961, 4.1767, 0.8354, -0.3404
9928, 3.806039, 4.0181, 0.8088, -0.4678
9929, 4.527563, 4.0177, 0.8621, -0.3047
9930, 8.689718, 3.4643, 0.9151, -0.2942
9931, 6.976882, 4.4836, 0.7647, -0.3628
9932, 5.107405, 4.2138, 0.8358, -0.3267
9933, 6.275255, 4.6398, 0.8226, -0.2617
9934, 9.475820, 4.3435, 0.9074, -0.1694
9935, 9.022003, 3.3206, 0.8994, -0.3367
9936, 4.528823, 3.5068, 0.9334, -0.2915
9937, 4.891914, 4.3603, 0.8698, -0.2352
9938, 5.198250, 4.5546, 0.7643, -0.3886
9939, 4.779582, 3.4001, 0.9209, -0.4112
9940, 3.758755, 3.3064, 0.9551, -0.3247
9941, 5.357125, 4.0520, 0.8362, -0.4854
9942, 4.890379, 4.3518, 0.7809, -0.5000
9943, 5.662247, 3.7386, 0.8355, -0.4530
9944, 4.172970, 3.9178, 0.8612, -0.4000
9945, 6.773511, 4.6418, 0.7052, -0.4670
9946, 3.449946, 3.4940, 0.9246, -0.3782
9947, 4.348986, 3.9692, 0.8114, -0.4073
9948, 6.720185, 3.1068, 0.9461, -0.3738
9949, 5.299645, 4.8012, 0.7313, -0.4708
9950, 5.166471, 3.3712, 0.9206, -0.4156
