n, chi2, alfa, beta, gama
2096, 3.817429, 4.3551, 0.7920, -0.4713
2097, 4.926261, 4.0804, 0.8643, -0.3231
2098, 3.981523, 3.9090, 0.8527, -0.4261
2099, 4.574735, 4.4620, 0.7693, -0.4402
2100, 4.631706, 4.0279, 0.8485, -0.3695
2101, 8.258739, 4.3555, 0.8112, -0.4234
2102, 6.041395, 4.2211, 0.7762, -0.3889
2103, 5.069083, 3.6149, 0.8603, -0.4471
2104, 4.930092, 3.8280, 0.8383, -0.3860
2105, 3.490421, 3.7567, 0.8822, -0.4234
2106, 7.237698, 3.7038, 0.8529, -0.4806
2107, 7.255910, 4.0206, 0.7601, -0.5059
2108, 5.289435, 4.3523, 0.8276, -0.3204
2109, 4.868130, 3.7616, 0.8920, -0.3707
2110, 4.413770, 3.9089, 0.8403, -0.3803
2111, 5.128379, 4.2856, 0.8038, -0.3469
2112, 4.295105, 4.6623, 0.7424, -0.4861
2113, 3.258407, 3.9371, 0.8215, -0.4651
2114, 3.659251, 4.2770, 0.7718, -0.4531
2115, 5.142462, 4.3322, 0.8034, -0.4774
2116, 4.538112, 3.5531, 0.8987, -0.3498
2117, 6.571183, 4.0446, 0.8579, -0.3984
2118, 8.599877, 2.6221, 1.0615, -0.3287
2119, 5.542455, 3.7705, 0.8297, -0.4711
2120, 7.004147, 4.7332, 0.6918, -0.4708
2121, 7.831637, 5.0232, 0.7927, -0.2618
2122, 5.360083, 4.4440, 0.7704, -0.5206
2123, 5.785329, 4.0915, 0.8619, -0.3362
2124, 7.108780, 3.8049, 0.7938, -0.4726
2125, 5.212123, 3.2725, 0.9833, -0.2642
2126, 4.639185, 3.9423, 0.8614, -0.3520
2127, 10.065187, 5.6330, 0.7434, -0.2906
2128, 5.787934, 4.3841, 0.8039, -0.4360
2129, 6.779984, 4.9485, 0.7303, -0.3623
2130, 4.494240, 4.0142, 0.8064, -0.4996
2131, 4.605523, 4.2864, 0.8068, -0.3803
2132, 4.956275, 4.1133, 0.8523, -0.3070
2133, 3.283034, 3.3072, 0.9533, -0.3610
2134, 3.864759, 4.4030, 0.7772, -0.4733
2135, 5.028566, 4.5636, 0.7529, -0.4495
2136, 5.069547, 4.6233, 0.8116, -0.2759
2137, 5.149428, 3.6678, 0.8590, -0.3705
2138, 6.136273, 4.9385, 0.7180, -0.4711
2139, 6.912258, 5.1093, 0.7261, -0.3461
2140, 4.996680, 4.5000, 0.8677, -0.2470
2141, 4.024953, 3.5933, 0.8615, -0.4194
2142, 9.064010, 4.3867, 0.8212, -0.2437
2143, 7.570905, 3.7772, 0.9136, -0.3039
2144, 6.881740, 4.3948, 0.7483, -0.4069
2145, 3.860994, 4.0761, 0.7967, -0.4359
2146, 6.571397, 4.8640, 0.7455, -0.3692
2147, 4.784722, 4.1867, 0.8437, -0.3042
2148, 5.672824, 4.4818, 0.7808, -0.4252
2149, 3.955740, 3.7416, 0.8426, -0.4292
2150, 4.954687, 3.6346, 0.8854, -0.4538
2151, 5.587982, 4.4598, 0.7691, -0.3834
2152, 5.636990, 3.8892, 0.8618, -0.4734
2153, 4.400933, 3.9551, 0.8121, -0.4154
2154, 5.838017, 3.2084, 0.9557, -0.3976
2155, 4.615027, 3.9543, 0.8578, -0.3502
2156, 5.353531, 4.2058, 0.8529, -0.2566
2157, 5.944863, 4.2995, 0.7778, -0.3760
2158, 5.756724, 4.5338, 0.8341, -0.2606
2159, 5.239023, 4.2261, 0.8387, -0.3226
2160, 3.998120, 3.6721, 0.8749, -0.3756
2161, 5.653437, 4.1389, 0.7652, -0.5065
2162, 6.138154, 4.5421, 0.7418, -0.4007
2163, 9.066470, 3.3694, 0.8748, -0.4514
2164, 6.140610, 5.0473, 0.6571, -0.5243
2165, 4.902905, 4.1114, 0.8404, -0.3532
2166, 4.314733, 4.6984, 0.7354, -0.4996
2167, 7.067450, 3.5903, 0.8310, -0.4339
2168, 8.969379, 5.3256, 0.8771, -0.2179
2169, 9.287327, 4.4697, 0.7036, -0.5491
2170, 10.814990, 3.4827, 0.8591, -0.3628
2171, 7.836502, 4.1884, 0.8300, -0.2689
2172, 6.414227, 3.3650, 0.8978, -0.3659
2173, 3.287421, 3.5780, 0.8921, -0.4218
2174, 3.919290, 3.7927, 0.8352, -0.4640
2175, 5.662259, 5.2568, 0.8234, -0.2334
2176, 6.934957, 4.8882, 0.7194, -0.3971
2177, 8.884821, 3.9235, 0.8031, -0.3605
2178, 8.426330, 3.6197, 0.8647, -0.4939
2179, 6.457927, 4.9244, 0.7271, -0.4456
2180, 5.955518, 4.9630, 0.8182, -0.2621
2181, 5.400779, 5.5948, 0.8231, -0.1917
2182, 5.601468, 4.4577, 0.7717, -0.3731
2183, 4.312814, 4.0916, 0.8360, -0.3597
2184, 4.717196, 4.1450, 0.8324, -0.4038
2185, 3.451549, 3.8587, 0.8481, -0.4245
2186, 3.203993, 3.7914, 0.8500, -0.4537
2187, 4.116373, 3.9146, 0.8658, -0.3391
2188, 8.130830, 3.4417, 0.8725, -0.4481
2189, 10.299410, 3.7952, 0.8071, -0.5180
2190, 5.756791, 3.3342, 0.9037, -0.3775
2191, 3.395262, 3.6791, 0.8711, -0.4196
2192, 4.053890, 3.5958, 0.8710, -0.4037
2193, 4.056528, 3.8677, 0.8738, -0.3406
2194, 5.901433, 4.7983, 0.7467, -0.4053
2195, 6.572217, 4.5562, 0.7807, -0.4672
2196, 4.138516, 3.6298, 0.8957, -0.3480
2197, 3.111997, 3.7507, 0.8684, -0.4443
2198, 5.410746, 4.3022, 0.8715, -0.2393
2199, 9.182377, 4.9134, 0.8629, -0.2587
2200, 12.572333, 4.7287, 0.8001, -0.1888
2201, 11.133899, 6.2400, 0.6150, -0.3395
2202, 5.009536, 4.0694, 0.8081, -0.5056
2203, 3.718286, 3.8435, 0.8652, -0.3957
2204, 4.959202, 3.5566, 0.8746, -0.3674
2205, 6.457902, 4.0348, 0.7917, -0.5153
2206, 5.500789, 3.3965, 0.8960, -0.4201
2207, 2.792483, 3.5870, 0.8929, -0.4084
2208, 5.394957, 4.4191, 0.7437, -0.4404
2209, 4.738011, 4.3732, 0.7838, -0.3993
2210, 3.806691, 4.4673, 0.7516, -0.4803
2211, 4.445563, 3.5225, 0.8783, -0.3876
2212, 7.555180, 4.7664, 0.7547, -0.4795
2213, 4.398978, 4.1117, 0.8299, -0.3612
2214, 4.539989, 4.4692, 0.7698, -0.4477
2215, 5.191549, 4.6606, 0.7116, -0.4904
2216, 3.469086, 3.8526, 0.8342, -0.4644
2217, 5.051912, 4.3521, 0.7729, -0.4164
2218, 6.922347, 4.3079, 0.7809, -0.3593
2219, 4.814530, 4.4113, 0.7673, -0.5142
2220, 6.272454, 3.5211, 0.8932, -0.4518
2221, 5.232197, 3.9592, 0.8101, -0.3965
2222, 6.210812, 3.9738, 0.8050, -0.3861
2223, 5.420254, 3.7875, 0.8254, -0.4693
2224, 3.932192, 4.1132, 0.7879, -0.4433
2225, 4.905458, 4.2883, 0.8221, -0.3264
2226, 5.088183, 4.3911, 0.7777, -0.3876
2227, 6.046017, 4.7871, 0.6708, -0.5285
2228, 5.047426, 4.1294, 0.8262, -0.4783
2229, 3.828679, 4.1259, 0.8152, -0.4150
2230, 3.681690, 4.0579, 0.8276, -0.4070
2231, 5.822485, 4.9166, 0.7190, -0.4736
2232, 4.957349, 4.8437, 0.7020, -0.4936
2233, 6.021687, 4.7742, 0.7477, -0.4655
2234, 7.512674, 4.1974, 0.8384, -0.3603
2235, 6.608108, 4.1527, 0.8111, -0.3312
2236, 5.220952, 4.0740, 0.8487, -0.2817
2237, 13.306669, 4.2106, 0.7719, -0.3249
2238, 7.952936, 3.4347, 0.8995, -0.3220
2239, 4.643760, 3.8555, 0.8408, -0.3662
2240, 8.921424, 3.7091, 0.9087, -0.2359
2241, 8.877673, 4.8733, 0.7571, -0.4194
2242, 7.309541, 4.1970, 0.7406, -0.5054
2243, 8.276315, 3.8343, 0.7973, -0.5006
2244, 3.951304, 4.0556, 0.7950, -0.4843
2245, 3.550973, 3.9352, 0.8351, -0.4163
2246, 5.342850, 4.0367, 0.7839, -0.4596
2247, 5.770270, 3.5848, 0.9126, -0.2874
2248, 6.126512, 4.6912, 0.8139, -0.2544
2249, 9.511586, 3.8853, 0.8954, -0.3408
2250, 3.672081, 3.6918, 0.8884, -0.3677
